ProductId	Title	Brand	Image	Price	Category		
11	Dell Latitude E5570-XT2X5 15inch i5-6200U 8GB RAM 120GB 	Dell	https://tweakers.net/i/EnDrYtk0foWc1CLd5WUCUZn2w0s=/fit-in/x800/filters:strip_icc()/i/2001505933.jpeg?f=imagegallery	700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Dell Latitude E5570-XT2X5 15inch i5-6200U 8GB RAM 120GB ','Dell','https://tweakers.net/i/EnDrYtk0foWc1CLd5WUCUZn2w0s=/fit-in/x800/filters:strip_icc()/i/2001505933.jpeg?f=imagegallery',700.00,'Laptop');"
12	HP ProBook 440 G6 14inch i5-8265U 8GB RAM 250GB	HP	https://tweakers.net/i/KRbmZbx8kRg51Hg25CEOY-Ys7rU=/fit-in/x800/filters:strip_icc()/i/2002372921.jpeg?f=imagegallery	876.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP ProBook 440 G6 14inch i5-8265U 8GB RAM 250GB','HP','https://tweakers.net/i/KRbmZbx8kRg51Hg25CEOY-Ys7rU=/fit-in/x800/filters:strip_icc()/i/2002372921.jpeg?f=imagegallery',876.00,'Laptop');"
13	HP Omen 15 ce080nd 15inch i5-7300HQ 8GB RAM 500GB	HP	https://tweakers.net/i/j3hlYcyLRej0P03M4_nrEAjrXVY=/i/2001964641.jpeg	719.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP Omen 15 ce080nd 15inch i5-7300HQ 8GB RAM 500GB','HP','https://tweakers.net/i/j3hlYcyLRej0P03M4_nrEAjrXVY=/i/2001964641.jpeg',719.00,'Laptop');"
14	Apple MacBook Air 2015 13inch 4GB RAM 250GB	Apple	https://tweakers.net/i/32gG1y7hzFUlCw35EVFLlGAs7Dw=/i/2001061663.jpeg	999.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Air 2015 13inch 4GB RAM 250GB','Apple','https://tweakers.net/i/32gG1y7hzFUlCw35EVFLlGAs7Dw=/i/2001061663.jpeg',999.00,'Laptop');"
15	Apple MacBook Pro 2015 13inch  8GB RAM 250GB	Apple	https://tweakers.net/i/eHs7AYQe8AkE5ttnWQTcqmKtN70=/i/2001018461.png	1400.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2015 13inch  8GB RAM 250GB','Apple','https://tweakers.net/i/eHs7AYQe8AkE5ttnWQTcqmKtN70=/i/2001018461.png',1400.00,'Laptop');"
16	Apple MacBook Pro 2015 15inch 16GB RAM 500GB	Apple	https://tweakers.net/i/cD5NF7JpgZsl8Rk8dd3X70IC5p8=/i/2000619706.jpeg	1600.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2015 15inch 16GB RAM 500GB','Apple','https://tweakers.net/i/cD5NF7JpgZsl8Rk8dd3X70IC5p8=/i/2000619706.jpeg',1600.00,'Laptop');"
17	Apple Magic Mouse	Apple	https://tweakers.net/i/jq_lrMpG9EPmuElSamgICxlmeGI=/i/1256110999.jpeg	79.00	Mouse		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple Magic Mouse','Apple','https://tweakers.net/i/jq_lrMpG9EPmuElSamgICxlmeGI=/i/1256110999.jpeg',79.00,'Mouse');"
18	Apple Magic Trackpad	Apple	https://tweakers.net/i/pjrPaYqa6j35NmZa4nV-i8ypvdU=/i/1280239505.jpeg	149.00	Mouse		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple Magic Trackpad','Apple','https://tweakers.net/i/pjrPaYqa6j35NmZa4nV-i8ypvdU=/i/1280239505.jpeg',149.00,'Mouse');"
19	Logitech MX Master	Logitec	https://tweakers.net/i/WP0U8e90cTpAIOLu1GBbZG5tdNo=/i/2000593595.jpeg	82.00	Mouse		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Logitech MX Master','Logitec','https://tweakers.net/i/WP0U8e90cTpAIOLu1GBbZG5tdNo=/i/2000593595.jpeg',82.00,'Mouse');"
20	Logitech MX Anywhere 2S 	Logitec	https://tweakers.net/i/Ix-1eDLRLEbApeEj5x3cHJElEMc=/i/2001530833.jpeg	57.00	Mouse		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Logitech MX Anywhere 2S ','Logitec','https://tweakers.net/i/Ix-1eDLRLEbApeEj5x3cHJElEMc=/i/2001530833.jpeg',57.00,'Mouse');"
21	HDMI cable (5m)	Sharkoon	https://tweakers.net/i/jQSFht1rHm2RqqdvVgMUtPKM1Xg=/i/1395673709.jpeg	10.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HDMI cable (5m)','Sharkoon','https://tweakers.net/i/jQSFht1rHm2RqqdvVgMUtPKM1Xg=/i/1395673709.jpeg',10.00,'Accessory');"
22	VGA cable(5m)	NA	https://tweakers.net/i/6s7vEzgT87PJAUxYQIHDNzUT4dc=/i/1375775580.jpeg	8.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('VGA cable(5m)','NA','https://tweakers.net/i/6s7vEzgT87PJAUxYQIHDNzUT4dc=/i/1375775580.jpeg',8.00,'Accessory');"
23	HDMI to VGA adapter	HP	https://tweakers.net/i/Z8tyYhPCSFgXlM6vR-qyovoq7oY=/i/1316791188.jpeg	15.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HDMI to VGA adapter','HP','https://tweakers.net/i/Z8tyYhPCSFgXlM6vR-qyovoq7oY=/i/1316791188.jpeg',15.00,'Accessory');"
24	USB 3.0 64GB	Sandisk	https://tweakers.net/i/BKoyltol2EiLfi8EQw3kx5e_eDU=/fit-in/x800/filters:strip_icc()/i/2000568539.jpeg?f=imagegallery	15.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('USB 3.0 64GB','Sandisk','https://tweakers.net/i/BKoyltol2EiLfi8EQw3kx5e_eDU=/fit-in/x800/filters:strip_icc()/i/2000568539.jpeg?f=imagegallery',15.00,'Accessory');"
25	USB 3.0 128GB	Sandisk	https://tweakers.net/i/BKoyltol2EiLfi8EQw3kx5e_eDU=/fit-in/x800/filters:strip_icc()/i/2000568539.jpeg?f=imagegallery	21.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('USB 3.0 128GB','Sandisk','https://tweakers.net/i/BKoyltol2EiLfi8EQw3kx5e_eDU=/fit-in/x800/filters:strip_icc()/i/2000568539.jpeg?f=imagegallery',21.00,'Accessory');"
26	USB 3.0 to Micro USB	NA	https://tweakers.net/i/YMACWRQiSGW-joeVq134HT_0FVo=/i/2000620419.jpeg	6.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('USB 3.0 to Micro USB','NA','https://tweakers.net/i/YMACWRQiSGW-joeVq134HT_0FVo=/i/2000620419.jpeg',6.00,'Accessory');"
27	USB 3.0 to Lightning	Apple	https://tweakers.net/i/mlmlVrYnyAs_P1xvibxTGt5XL5w=/i/1349084286.jpeg	12.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('USB 3.0 to Lightning','Apple','https://tweakers.net/i/mlmlVrYnyAs_P1xvibxTGt5XL5w=/i/1349084286.jpeg',12.00,'Accessory');"
28	Iphone 6s	Apple	https://tweakers.net/i/P166_Nyh3N15o5y1MQhzdhLiPL4=/i/2000731901.png	600.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Iphone 6s','Apple','https://tweakers.net/i/P166_Nyh3N15o5y1MQhzdhLiPL4=/i/2000731901.png',600.00,'Mobile');"
29	Galaxy S6	Samsung	https://tweakers.net/i/-X97tMOG3qgoFi69BOaesp1Y1g8=/i/2001145555.jpeg	400.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Galaxy S6','Samsung','https://tweakers.net/i/-X97tMOG3qgoFi69BOaesp1Y1g8=/i/2001145555.jpeg',400.00,'Mobile');"
30	Presentation remote	Targus	https://tweakers.net/i/Iaryklv8dgDAbqQhYd6y38hJ4y8=/fit-in/1280x/filters:strip_icc()/i/2001475631.jpeg?f=imagegallery	32.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Presentation remote','Targus','https://tweakers.net/i/Iaryklv8dgDAbqQhYd6y38hJ4y8=/fit-in/1280x/filters:strip_icc()/i/2001475631.jpeg?f=imagegallery',32.00,'Accessory');"
31	Acer Spin 5 SP513 13inch i7-8565U 8GB RAM 500GB	Acer	https://tweakers.net/i/lZbcroBitOMFzLfsKg9iwi5Znhw=/i/2002541230.jpeg	910.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Acer Spin 5 SP513 13inch i7-8565U 8GB RAM 500GB','Acer','https://tweakers.net/i/lZbcroBitOMFzLfsKg9iwi5Znhw=/i/2002541230.jpeg',910.00,'Laptop');"
32	HP ZBook Studio x360 G5 15inch i7-8850H 16GB RAM 500GB	HP	https://tweakers.net/i/FcwcjplBE31FDcbf4f5WlbnlcI4=/i/2002072901.jpeg	1700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP ZBook Studio x360 G5 15inch i7-8850H 16GB RAM 500GB','HP','https://tweakers.net/i/FcwcjplBE31FDcbf4f5WlbnlcI4=/i/2002072901.jpeg',1700.00,'Laptop');"
33	MSI PS42 14inch i7-8550U 8GB RAM 250GB	MSI	https://tweakers.net/i/LbXT8s7B3xd5wfjFDzatHZ9wINE=/fit-in/x800/i/2002177873.png?f=imagegallery	800.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('MSI PS42 14inch i7-8550U 8GB RAM 250GB','MSI','https://tweakers.net/i/LbXT8s7B3xd5wfjFDzatHZ9wINE=/fit-in/x800/i/2002177873.png?f=imagegallery',800.00,'Laptop');"
34	Asus VivoBook Pro 15inch i7-8750H 16GB RAM 1TB	Asus	https://tweakers.net/i/SjzXer2ThuP7JBIpzm-Cy3QSsec=/i/2002271281.jpeg	1100.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Asus VivoBook Pro 15inch i7-8750H 16GB RAM 1TB','Asus','https://tweakers.net/i/SjzXer2ThuP7JBIpzm-Cy3QSsec=/i/2002271281.jpeg',1100.00,'Laptop');"
35	HP Spectre x360 13inch i7-8565U 16GB RAM 250GB	HP	https://tweakers.net/i/fWxNzA_qO4T-xhsE_1b2-6zMK4s=/fit-in/x800/filters:strip_icc()/i/2002393669.jpeg?f=imagegallery	1400.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP Spectre x360 13inch i7-8565U 16GB RAM 250GB','HP','https://tweakers.net/i/fWxNzA_qO4T-xhsE_1b2-6zMK4s=/fit-in/x800/filters:strip_icc()/i/2002393669.jpeg?f=imagegallery',1400.00,'Laptop');"
36	HP EliteBook 830 G5 13inch i5-8250U 8GB RAM 250GB	HP	https://tweakers.net/i/0raia5J2ikOVQ9VUnxHVPdlyvKA=/fit-in/x800/filters:strip_icc()/i/2001849959.jpeg?f=imagegallery	1100.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP EliteBook 830 G5 13inch i5-8250U 8GB RAM 250GB','HP','https://tweakers.net/i/0raia5J2ikOVQ9VUnxHVPdlyvKA=/fit-in/x800/filters:strip_icc()/i/2001849959.jpeg?f=imagegallery',1100.00,'Laptop');"
37	Asus VivoBook S K510UN 15inch i5-8250U 8GB RAM 1TB	Asus	https://tweakers.net/i/_eCmV_furthB0RKU1xb9guq54qE=/i/2001928079.jpeg	800.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Asus VivoBook S K510UN 15inch i5-8250U 8GB RAM 1TB','Asus','https://tweakers.net/i/_eCmV_furthB0RKU1xb9guq54qE=/i/2001928079.jpeg',800.00,'Laptop');"
38	Dell Vostro 5581 15inch i5-8265U 8GB RAM 250GB	Dell	https://tweakers.net/i/slryzDi145m3akyC26nhz_cs6tg=/fit-in/1280x/filters:strip_icc()/i/2002548356.jpeg?f=imagegallery	750.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Dell Vostro 5581 15inch i5-8265U 8GB RAM 250GB','Dell','https://tweakers.net/i/slryzDi145m3akyC26nhz_cs6tg=/fit-in/1280x/filters:strip_icc()/i/2002548356.jpeg?f=imagegallery',750.00,'Laptop');"
39	Acer Swift 5 SF515 i5-8265U 8GB RAM 250GB 	Acer	https://tweakers.net/i/tvGC0qZUEJfRw8bXPjKvzv4j1Ck=/i/2002463872.jpeg	999.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Acer Swift 5 SF515 i5-8265U 8GB RAM 250GB ','Acer','https://tweakers.net/i/tvGC0qZUEJfRw8bXPjKvzv4j1Ck=/i/2002463872.jpeg',999.00,'Laptop');"
40	Toshiba Satellite Pro R50 15inch i5-7200U 8GB RAM 250GB	Toshiba	https://tweakers.net/i/xJlk5s1-6T7XxHAdwGD1RMhsaeE=/fit-in/x800/filters:strip_icc()/i/2002474254.jpeg?f=imagegallery	920.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Toshiba Satellite Pro R50 15inch i5-7200U 8GB RAM 250GB','Toshiba','https://tweakers.net/i/xJlk5s1-6T7XxHAdwGD1RMhsaeE=/fit-in/x800/filters:strip_icc()/i/2002474254.jpeg?f=imagegallery',920.00,'Laptop');"
41	Apple MacBook 2016  12inch 8GB RAM 512GB	Apple	https://tweakers.net/i/LHX_mrt7UPpr5wdgY-1o0_QlJkA=/i/2001057895.jpeg	1000.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook 2016  12inch 8GB RAM 512GB','Apple','https://tweakers.net/i/LHX_mrt7UPpr5wdgY-1o0_QlJkA=/i/2001057895.jpeg',1000.00,'Laptop');"
42	Apple MacBook Pro 2016 13inch 8GB RAM 500GB 	Apple	https://tweakers.net/i/p0TmQPliCyD5Lnf_mkUVLz4WwEc=/fit-in/x800/filters:strip_icc()/i/2001280079.jpeg?f=imagegallery	1700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2016 13inch 8GB RAM 500GB ','Apple','https://tweakers.net/i/p0TmQPliCyD5Lnf_mkUVLz4WwEc=/fit-in/x800/filters:strip_icc()/i/2001280079.jpeg?f=imagegallery',1700.00,'Laptop');"
43	Apple MacBook Pro 2016 15inch 16GB RAM  512GB 	Apple	https://tweakers.net/i/4OCD0kjVFn7JT22XUjeYB-UapVo=/fit-in/x800/filters:strip_icc()/i/2001280103.jpeg?f=imagegallery	2700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2016 15inch 16GB RAM  512GB ','Apple','https://tweakers.net/i/4OCD0kjVFn7JT22XUjeYB-UapVo=/fit-in/x800/filters:strip_icc()/i/2001280103.jpeg?f=imagegallery',2700.00,'Laptop');"
44	USB-C Multi-Port Adapter	Satechi	https://tweakers.net/i/cRVyu4KJRg9ii-WL7B-in6Nzlss=/fit-in/x800/filters:strip_icc()/i/2002684400.jpeg?f=imagegallery	89.00	Accessory		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('USB-C Multi-Port Adapter','Satechi','https://tweakers.net/i/cRVyu4KJRg9ii-WL7B-in6Nzlss=/fit-in/x800/filters:strip_icc()/i/2002684400.jpeg?f=imagegallery',89.00,'Accessory');"
45	Iphone 7 Plus	Apple	https://tweakers.net/i/8yZ8Gr4oxPhgsRwwRiGSd76TxHM=/i/2001448353.jpeg	500.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Iphone 7 Plus','Apple','https://tweakers.net/i/8yZ8Gr4oxPhgsRwwRiGSd76TxHM=/i/2001448353.jpeg',500.00,'Mobile');"
46	Galaxy S7	Samsung	https://tweakers.net/i/szOLz5Oxwp9XTBu-bt_Y9MAfJGw=/i/2002468188.jpeg	400.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Galaxy S7','Samsung','https://tweakers.net/i/szOLz5Oxwp9XTBu-bt_Y9MAfJGw=/i/2002468188.jpeg',400.00,'Mobile');"
47	Pixel XL	Google	https://tweakers.net/i/wMXgXJiXAVDw4dZ-9ZTzo8BcKuw=/i/2001253175.jpeg	1000.00	Mobile		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Pixel XL','Google','https://tweakers.net/i/wMXgXJiXAVDw4dZ-9ZTzo8BcKuw=/i/2001253175.jpeg',1000.00,'Mobile');"
48	Asus Zenbook UX410UA 14inch i7-7500U 16GB RAM 1TB	Asus	https://tweakers.net/i/NjDhRa39wnOl_wljjr_d6Mqt7rs=/fit-in/x800/filters:strip_icc()/i/2002667536.jpeg?f=imagegallery	1000.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Asus Zenbook UX410UA 14inch i7-7500U 16GB RAM 1TB','Asus','https://tweakers.net/i/NjDhRa39wnOl_wljjr_d6Mqt7rs=/fit-in/x800/filters:strip_icc()/i/2002667536.jpeg?f=imagegallery',1000.00,'Laptop');"
49	Lenovo Legion Y520 15inch i7-7700HQ 8GB RAM 2TB	Lenovo	https://tweakers.net/i/Yd555WWiwil0s_rOz2nX83vrkvw=/i/2002553964.jpeg	1700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Lenovo Legion Y520 15inch i7-7700HQ 8GB RAM 2TB','Lenovo','https://tweakers.net/i/Yd555WWiwil0s_rOz2nX83vrkvw=/i/2002553964.jpeg',1700.00,'Laptop');"
50	HP Omen 15-ce061nd 15inch i7-7700HQ 16GB RAM 1TB	HP	https://tweakers.net/i/Y2Cv71sYUSv3Zj1oeVoFAR-gd6Y=/fit-in/x800/filters:strip_icc()/i/2001840051.jpeg?f=imagegallery	2700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('HP Omen 15-ce061nd 15inch i7-7700HQ 16GB RAM 1TB','HP','https://tweakers.net/i/Y2Cv71sYUSv3Zj1oeVoFAR-gd6Y=/fit-in/x800/filters:strip_icc()/i/2001840051.jpeg?f=imagegallery',2700.00,'Laptop');"
51	Lenovo IdeaPad 720-15IKB 15inch i7-7500U 8GB RAM 1TB	Lenovo	https://tweakers.net/i/Ijwc7Y05a3tAXS48j2xu3w4undQ=/i/2002137739.jpeg	1000.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Lenovo IdeaPad 720-15IKB 15inch i7-7500U 8GB RAM 1TB','Lenovo','https://tweakers.net/i/Ijwc7Y05a3tAXS48j2xu3w4undQ=/i/2002137739.jpeg',1000.00,'Laptop');"
52	Toshiba Tecra X40-D-10R 14inch i7-7500U 16GB RAM 500GB	Toshiba	https://tweakers.net/i/udAifj1a2A9npZLqG8xFxBebmQY=/i/2001643475.jpeg	1700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Toshiba Tecra X40-D-10R 14inch i7-7500U 16GB RAM 500GB','Toshiba','https://tweakers.net/i/udAifj1a2A9npZLqG8xFxBebmQY=/i/2001643475.jpeg',1700.00,'Laptop');"
53	Microsoft Surface Laptop 13inch i7-7660U 8GB RAM 250GB	Microsoft	https://tweakers.net/i/JIuvQvTWSBswX2jllpHX24U9hQI=/fit-in/x800/filters:strip_icc()/i/2001511701.jpeg?f=imagegallery	2700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Microsoft Surface Laptop 13inch i7-7660U 8GB RAM 250GB','Microsoft','https://tweakers.net/i/JIuvQvTWSBswX2jllpHX24U9hQI=/fit-in/x800/filters:strip_icc()/i/2001511701.jpeg?f=imagegallery',2700.00,'Laptop');"
54	Asus VivoBook F540UA-DM1203T 15inch i5-7200U 8GB RAM 250GB	Asus	https://tweakers.net/i/qC-FErQRQZLtSxQkimEhs9ChO1M=/fit-in/x800/filters:strip_icc()/i/2002340497.jpeg?f=imagegallery	89.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Asus VivoBook F540UA-DM1203T 15inch i5-7200U 8GB RAM 250GB','Asus','https://tweakers.net/i/qC-FErQRQZLtSxQkimEhs9ChO1M=/fit-in/x800/filters:strip_icc()/i/2002340497.jpeg?f=imagegallery',89.00,'Laptop');"
55	Lenovo V130-15IKB 15inch i5-7200U 8GB 250GB	Lenovo	https://tweakers.net/i/ylfMaxQUEzJmrJ_lMn0g8CJD1hY=/i/2002470200.jpeg	500.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Lenovo V130-15IKB 15inch i5-7200U 8GB 250GB','Lenovo','https://tweakers.net/i/ylfMaxQUEzJmrJ_lMn0g8CJD1hY=/i/2002470200.jpeg',500.00,'Laptop');"
56	Acer Aspire 3 A315-51-59AP 15inch i5-7200U 8GB 250GB	Acer	https://tweakers.net/i/cHVluYmKQGPDyQoGhUYGSHqY-JQ=/i/2001761897.png	400.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Acer Aspire 3 A315-51-59AP 15inch i5-7200U 8GB 250GB','Acer','https://tweakers.net/i/cHVluYmKQGPDyQoGhUYGSHqY-JQ=/i/2001761897.png',400.00,'Laptop');"
57	Acer Swift 3 SF314 14inch i5-7200U 8GB RAM 250GB	Acer	https://tweakers.net/i/x9GRxgMEQCAnN5qjNImO31fu8Mk=/i/2002367519.jpeg	1000.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Acer Swift 3 SF314 14inch i5-7200U 8GB RAM 250GB','Acer','https://tweakers.net/i/x9GRxgMEQCAnN5qjNImO31fu8Mk=/i/2002367519.jpeg',1000.00,'Laptop');"
58	Apple MacBook 2017 12inch 8GB 512GB 	Apple	https://tweakers.net/i/2clJEFugKbtpGP0tlds5zAAftAc=/i/2001528625.jpeg	1000.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook 2017 12inch 8GB 512GB ','Apple','https://tweakers.net/i/2clJEFugKbtpGP0tlds5zAAftAc=/i/2001528625.jpeg',1000.00,'Laptop');"
59	Apple MacBook Pro 2017 13inch 16GB 256GB	Apple	https://tweakers.net/i/fNweI7lBZK9By1ydiYl3OzKvKmI=/i/2001529109.jpeg	1700.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2017 13inch 16GB 256GB','Apple','https://tweakers.net/i/fNweI7lBZK9By1ydiYl3OzKvKmI=/i/2001529109.jpeg',1700.00,'Laptop');"
60	Apple MacBook Pro 2017 15inch 32GB 512GB	Apple	https://tweakers.net/i/nkopnBLoGUZownGwySW90Y9-3Jc=/i/2001529977.jpeg	2999.00	Laptop		"INSERT INTO api_product (title, brand, image, price, category) VALUES ('Apple MacBook Pro 2017 15inch 32GB 512GB','Apple','https://tweakers.net/i/nkopnBLoGUZownGwySW90Y9-3Jc=/i/2001529977.jpeg',2999.00,'Laptop');"
