EmployeeId;InventoryId;CountItem
3167;3774;1
3167;4878;1
3167;6161;1
3183;238;1
3183;1174;1
3183;1439;1
3183;4874;1
3183;5103;1
3183;7222;1
3193;1;1
3193;19;1
3193;166;1
3193;342;1
3193;347;1
3193;348;1
3193;1175;1
3193;2525;1
3193;3572;1
3193;3713;1
3193;3756;1
3193;4852;1
3193;10678;1
3234;94;1
3234;325;1
3234;362;1
3234;363;1
3234;386;1
3234;396;1
3234;437;1
3234;1176;1
3234;1439;1
3234;3563;1
3234;4806;1
3234;4854;1
3234;10678;1
3245;270;1
3252;14;1
3252;32;1
3252;53;1
3252;393;1
3252;1177;1
3252;3576;1
3252;3630;1
3252;5083;1
3252;7514;1
3264;46;1
3279;14;1
3279;15;1
3279;55;1
3279;73;1
3279;97;1
3279;115;1
3279;203;1
3279;248;1
3279;346;1
3279;368;1
3279;382;1
3279;420;1
3279;451;1
3279;456;1
3279;1178;1
3279;3563;1
3279;3568;1
3279;3660;1
3279;3719;1
3279;4803;1
3279;4809;1
3279;4811;1
3279;4901;1
3279;5069;1
3279;6130;1
3279;6148;1
3279;6209;1
3287;32;1
3287;172;1
3287;272;1
3287;314;1
3287;321;1
3287;328;1
3287;348;1
3287;354;1
3287;392;1
3287;394;1
3287;446;1
3287;1179;1
3287;1439;1
3287;3649;1
3287;4800;1
3287;4879;1
3287;5000;1
3287;5049;1
3287;5078;1
3287;5081;1
3287;7451;1
3287;7462;1
3287;8579;1
3287;9607;1
3287;11743;1
3308;128;1
3308;374;1
3308;1180;1
3308;1439;1
3308;4932;1
3332;14;1
3332;81;1
3335;1;1
3335;22;1
3335;32;1
3335;190;1
3335;1181;1
3335;3560;1
3335;4897;1
3335;11825;1
3345;14;1
3345;15;1
3345;38;1
3345;39;1
3345;314;1
3345;341;1
3345;366;1
3345;418;1
3345;1182;1
3345;2516;1
3345;3659;1
3345;3719;1
3345;3745;1
3345;4809;1
3345;4883;1
3345;8524;1
3345;10675;1
3380;1;1
3380;19;1
3380;32;1
3380;216;1
3380;328;1
3380;1183;1
3380;4929;1
3397;1;1
3397;181;1
3397;1184;1
3397;1425;1
3397;1429;1
3397;1430;1
3397;1431;1
3397;4809;1
3397;4871;1
3397;5083;1
3397;8567;1
3397;9605;1
3397;10678;1
3401;87;1
3401;403;1
3401;450;1
3401;1185;1
3401;4894;1
3404;22;1
3404;141;1
3404;361;1
3404;1186;1
3404;1424;1
3404;1439;1
3404;2503;1
3404;4979;1
3404;5083;1
3406;380;1
3406;1187;1
3406;2498;1
3415;47;1
3433;22;1
3433;114;1
3433;1188;1
3433;4936;1
3436;4;1
3436;6;1
3436;8;1
3436;34;1
3436;246;1
3436;314;1
3436;343;1
3436;1189;1
3436;3563;1
3436;4793;1
3436;4809;1
3436;10678;1
3444;443;1
3444;1190;1
3444;1423;1
3444;1439;1
3444;3564;1
3444;3633;1
3444;4949;1
3444;6128;1
3444;6168;1
3451;41;1
3451;314;1
3451;1191;1
3451;2518;1
3451;4951;1
3465;1;1
3465;14;1
3465;32;1
3465;168;1
3465;219;1
3465;338;1
3465;1192;1
3465;4853;1
3465;5083;1
3468;67;1
3468;401;1
3468;1193;1
3468;1439;1
3468;4940;1
3469;69;1
3469;411;1
3469;436;1
3469;1194;1
3469;1439;1
3469;3570;1
3469;4895;1
3469;8521;1
3469;11833;1
3470;301;1
3470;1195;1
3470;1439;1
3470;4912;1
3470;10666;1
3472;22;1
3472;98;1
3472;370;1
3472;407;1
3472;1196;1
3472;4876;1
3472;9650;1
3472;10678;1
3474;1;1
3474;14;1
3474;32;1
3474;180;1
3474;188;1
3474;377;1
3474;387;1
3474;1197;1
3474;4857;1
3474;5083;1
3474;8567;1
3475;36;1
3475;70;1
3475;328;1
3475;1198;1
3475;3594;1
3475;4800;1
3475;4896;1
3475;8567;1
3475;9616;1
3476;32;1
3476;61;1
3476;393;1
3476;453;1
3476;1199;1
3476;3590;1
3476;4872;1
3476;5083;1
3477;4;1
3477;17;1
3477;243;1
3477;360;1
3477;467;1
3477;1200;1
3477;4800;1
3477;4888;1
3477;5078;1
3477;8565;1
3477;8567;1
3478;22;1
3478;32;1
3478;285;1
3478;286;1
3478;385;1
3478;393;1
3478;1201;1
3478;2502;1
3478;4902;1
3480;4;1
3480;14;1
3480;32;1
3480;91;1
3480;314;1
3480;1202;1
3480;2517;1
3480;4915;1
3480;6217;1
3484;19;1
3484;27;1
3484;32;1
3484;135;1
3484;341;1
3484;354;1
3484;1203;1
3484;3659;1
3493;6;1
3493;8;1
3493;273;1
3493;345;1
3493;361;1
3493;365;1
3493;392;1
3493;1204;1
3493;3757;1
3493;4886;1
3493;5083;1
3493;9604;1
3501;1;1
3501;19;1
3501;65;1
3501;221;1
3501;314;1
3501;444;1
3501;458;1
3501;1205;1
3501;4811;1
3501;4934;1
3501;5066;1
3501;10678;1
3501;10688;1
3507;1;1
3507;14;1
3507;199;1
3507;343;1
3507;368;1
3507;437;1
3507;446;1
3507;1215;1
3507;2561;1
3507;2620;1
3507;3659;1
3508;14;1
3508;32;1
3509;21;1
3509;22;1
3509;55;1
3513;66;1
3513;1206;1
3517;1;1
3517;14;1
3517;36;1
3517;314;1
3517;377;1
3517;383;1
3517;394;1
3517;414;1
3517;1207;1
3517;3562;1
3517;3649;1
3517;4892;1
3517;5078;1
3517;6197;1
3517;7459;1
3517;7519;1
3517;11799;1
3522;1;1
3522;4;1
3522;177;1
3522;341;1
3522;345;1
3522;444;1
3522;1208;1
3522;1432;1
3522;4800;1
3522;4865;1
3522;6126;1
3522;10678;1
3522;11694;1
3523;22;1
3523;92;1
3523;403;1
3523;455;1
3523;1209;1
3523;1424;1
3523;4789;1
3523;4885;1
3523;5083;1
3530;1;1
3530;32;1
3530;190;1
3530;323;1
3530;387;1
3530;458;1
3530;460;1
3530;1210;1
3530;1424;1
3530;2504;1
3530;3766;1
3530;4942;1
3530;5083;1
3532;1;1
3532;4;1
3532;19;1
3532;193;1
3532;385;1
3532;1211;1
3532;4881;1
3532;10678;1
3537;1;1
3537;32;1
3539;14;1
3539;82;1
3539;362;1
3539;421;1
3539;1212;1
3542;22;1
3542;1213;1
3544;33;1
3548;191;1
3548;371;1
3548;411;1
3548;436;1
3548;437;1
3548;1214;1
3548;4908;1
3549;14;1
3549;172;1
3558;4;1
3558;250;1
3558;278;1
3558;345;1
3558;354;1
3558;370;1
3558;382;1
3558;384;1
3558;392;1
3558;395;1
3558;3715;1
3558;3727;1
3558;4809;1
3558;6218;1
3559;1;1
3559;14;1
3559;207;1
3559;345;1
3559;392;1
3559;443;1
3559;458;1
3559;3745;1
3559;3765;1
3559;4811;1
3559;4909;1
3559;5079;1
3559;5083;1
3561;35;1
3563;327;1
3563;1215;1
3565;32;1
3565;302;1
3565;359;1
3565;361;1
3565;2505;1
3565;3593;1
3565;3649;1
3565;3706;1
3565;4933;1
3569;15;1
3569;49;1
3569;314;1
3569;1216;1
3569;2508;1
3569;4800;1
3569;6130;1
3569;10678;1
3571;15;1
3571;50;1
3571;381;1
3571;385;1
3571;388;1
3571;450;1
3571;1217;1
3571;3549;1
3571;3649;1
3571;3660;1
3571;3713;1
3571;3721;1
3571;3764;1
3571;4880;1
3571;11832;1
3574;1;1
3574;185;1
3574;202;1
3574;342;1
3574;2532;1
3574;4803;1
3574;4914;1
3574;5066;1
3576;93;1
3576;1218;1
3576;1415;1
3576;2494;1
3576;4916;1
3576;5041;1
3577;4;1
3577;20;1
3577;21;1
3577;22;1
3577;32;1
3577;314;1
3577;427;1
3577;431;1
3577;2450;1
3577;3564;1
3577;3745;1
3577;3746;1
3577;3767;1
3577;4921;1
3577;5066;1
3581;1;1
3581;6;1
3581;86;1
3597;386;1
3597;1219;1
3597;1439;1
3598;4;1
3598;20;1
3598;22;1
3598;32;1
3598;37;1
3598;314;1
3598;432;1
3598;435;1
3598;1220;1
3598;1439;1
3599;4;1
3599;21;1
3599;32;1
3599;40;1
3599;1221;1
3599;4884;1
3603;42;1
3604;22;1
3604;32;1
3604;43;1
3604;314;1
3604;1417;1
3604;1439;1
3605;20;1
3605;22;1
3605;45;1
3605;314;1
3605;315;1
3605;345;1
3605;365;1
3605;373;1
3605;1222;1
3605;3745;1
3605;4873;1
3605;5083;1
3606;14;1
3606;44;1
3606;344;1
3606;447;1
3606;1223;1
3607;71;1
3607;1224;1
3607;1439;1
3611;52;1
3611;314;1
3611;352;1
3611;382;1
3611;383;1
3611;3648;1
3611;3763;1
3611;4800;1
3611;4811;1
3611;4882;1
3611;5090;1
3611;7452;1
3611;10678;1
3611;11854;1
3615;22;1
3615;1225;1
3615;5024;1
3616;19;1
3616;257;1
3616;314;1
3616;344;1
3616;4791;1
3616;4938;1
3616;7285;1
3619;54;1
3619;314;1
3619;353;1
3619;1226;1
3619;3573;1
3619;3723;1
3619;4907;1
3619;5121;1
3626;4;1
3626;14;1
3626;32;1
3626;314;1
3626;3756;1
3626;4795;1
3627;21;1
3627;32;1
3627;88;1
3627;1227;1
3627;4905;1
3628;14;1
3628;345;1
3628;348;1
3628;357;1
3628;369;1
3628;383;1
3628;385;1
3628;1228;1
3628;3717;1
3628;5083;1
3634;1;1
3635;14;1
3635;58;1
3635;314;1
3635;1229;1
3635;4795;1
3639;14;1
3639;57;1
3639;314;1
3639;382;1
3639;392;1
3639;394;1
3639;437;1
3639;1230;1
3639;3747;1
3639;3784;1
3639;4948;1
3639;5083;1
3639;6148;1
3639;10657;1
3640;63;1
3640;314;1
3640;1231;1
3640;6216;1
3642;1;1
3642;314;1
3642;1232;1
3642;4935;1
3642;5048;1
3642;6194;1
3642;10678;1
3646;14;1
3646;32;1
3646;56;1
3646;418;1
3646;1233;1
3646;5083;1
3646;6127;1
3646;8567;1
3646;9611;1
3647;16;1
3647;22;1
3647;59;1
3647;336;1
3647;385;1
3647;388;1
3647;411;1
3647;419;1
3647;1234;1
3647;1355;1
3647;1420;1
3647;2459;1
3647;3748;1
3647;5083;1
3647;6141;1
3647;7516;1
3647;8567;1
3663;4;1
3663;20;1
3663;22;1
3663;314;1
3663;427;1
3664;1;1
3664;32;1
3664;314;1
3664;365;1
3664;369;1
3664;424;1
3664;1235;1
3664;2507;1
3664;2544;1
3664;4794;1
3664;4906;1
3666;21;1
3666;62;1
3666;1236;1
3666;1439;1
3666;4919;1
3666;5083;1
3666;5126;1
3670;127;1
3670;327;1
3670;1237;1
3670;1416;1
3671;60;1
3672;21;1
3672;22;1
3672;74;1
3672;314;1
3672;330;1
3672;351;1
3672;386;1
3672;396;1
3672;400;1
3672;411;1
3672;430;1
3672;1238;1
3672;3594;1
3672;4839;1
3673;14;1
3673;32;1
3673;103;1
3673;347;1
3673;353;1
3673;447;1
3673;450;1
3673;458;1
3673;1239;1
3673;2515;1
3673;3748;1
3673;4913;1
3673;5083;1
3673;6189;1
3673;8580;1
3680;1;1
3680;14;1
3680;225;1
3680;377;1
3680;393;1
3680;446;1
3680;447;1
3680;1240;1
3680;3724;1
3680;3745;1
3680;3755;1
3680;3767;1
3686;1;1
3686;14;1
3686;32;1
3686;174;1
3686;446;1
3686;1187;1
3686;3753;1
3686;3755;1
3686;4849;1
3686;5066;1
3686;5083;1
3688;20;1
3688;22;1
3688;32;1
3688;314;1
3688;436;1
3688;1404;1
3688;1433;1
3688;1436;1
3688;3634;1
3688;3659;1
3688;4855;1
3688;5083;1
3688;6193;1
3688;9610;1
3689;1;1
3689;14;1
3689;32;1
3689;314;1
3689;344;1
3689;345;1
3689;1241;1
3689;3755;1
3689;5083;1
3689;6187;1
3689;8585;1
3689;10678;1
3690;75;1
3690;1242;1
3690;1439;1
3690;4997;1
3690;6166;1
3693;1439;1
3696;1;1
3696;4;1
3696;183;1
3697;1;1
3697;153;1
3697;370;1
3697;379;1
3697;382;1
3697;392;1
3697;396;1
3697;398;1
3697;444;1
3697;1243;1
3697;3713;1
3697;3719;1
3697;3756;1
3697;4957;1
3697;6145;1
3698;68;1
3699;4;1
3699;15;1
3699;32;1
3699;100;1
3699;314;1
3699;393;1
3699;1244;1
3699;2495;1
3699;3552;1
3699;4996;1
3699;10664;1
3701;19;1
3701;314;1
3701;353;1
3701;354;1
3701;461;1
3701;1245;1
3701;3724;1
3701;4991;1
3703;4;1
3703;115;1
3703;347;1
3703;360;1
3703;384;1
3703;385;1
3703;393;1
3703;401;1
3703;1246;1
3703;3567;1
3703;3757;1
3703;4981;1
3703;5078;1
3703;6147;1
3703;6202;1
3703;8567;1
3703;8597;1
3704;1;1
3704;4;1
3704;139;1
3704;1247;1
3704;3724;1
3704;10678;1
3705;4;1
3705;19;1
3705;121;1
3705;377;1
3705;395;1
3705;1248;1
3705;4989;1
3705;6175;1
3707;1;1
3707;4;1
3707;200;1
3707;379;1
3707;380;1
3707;381;1
3707;385;1
3707;1249;1
3707;6130;1
3707;10678;1
3710;106;1
3710;1250;1
3710;2506;1
3710;3554;1
3710;4963;1
3713;142;1
3713;1251;1
3722;4;1
3722;14;1
3722;19;1
3722;314;1
3722;379;1
3722;383;1
3722;385;1
3722;1252;1
3722;2527;1
3722;3724;1
3722;3734;1
3722;4800;1
3722;4952;1
3722;5045;1
3722;7284;1
3722;10678;1
3726;6;1
3726;12;1
3726;314;1
3726;437;1
3726;1253;1
3726;4788;1
3726;4964;1
3726;5116;1
3727;1;1
3727;15;1
3727;159;1
3727;314;1
3727;377;1
3727;380;1
3727;421;1
3727;1254;1
3727;3724;1
3727;4970;1
3727;10659;1
3728;4;1
3728;264;1
3728;314;1
3728;376;1
3728;1255;1
3728;3780;1
3728;4890;1
3732;4;1
3732;101;1
3733;220;1
3733;387;1
3733;1256;1
3733;4969;1
3734;1;1
3734;182;1
3734;381;1
3734;401;1
3734;437;1
3734;444;1
3734;445;1
3734;1257;1
3734;3579;1
3734;4799;1
3734;4980;1
3734;10678;1
3739;212;1
3739;314;1
3739;393;1
3739;394;1
3739;402;1
3739;433;1
3739;1258;1
3739;1313;1
3739;1439;1
3739;2506;1
3739;3744;1
3739;5039;1
3739;6142;1
3741;4;1
3741;116;1
3746;415;1
3746;416;1
3748;1259;1
3751;132;1
3751;354;1
3751;380;1
3751;394;1
3751;1260;1
3751;4965;1
3752;4;1
3752;114;1
3752;377;1
3752;1261;1
3752;4955;1
3753;19;1
3753;23;1
3753;1262;1
3753;2530;1
3753;4923;1
3753;9649;1
3755;1;1
3755;4;1
3755;148;1
3755;360;1
3755;377;1
3755;1263;1
3755;4983;1
3756;4;1
3756;107;1
3756;314;1
3756;383;1
3756;393;1
3756;394;1
3756;1264;1
3756;3724;1
3756;3781;1
3756;4976;1
3756;8581;1
3757;4;1
3757;314;1
3757;320;1
3757;370;1
3757;1265;1
3757;4967;1
3758;4;1
3758;6;1
3758;12;1
3758;384;1
3758;422;1
3758;1266;1
3758;3576;1
3758;3688;1
3758;3694;1
3758;3720;1
3758;3721;1
3758;8567;1
3758;10682;1
3758;10683;1
3758;10684;1
3760;18;1
3760;402;1
3760;1267;1
3760;1437;1
3760;4827;1
3760;4972;1
3768;1;1
3768;4;1
3768;146;1
3768;394;1
3768;1268;1
3768;3724;1
3768;4800;1
3768;4978;1
3769;18;1
3769;231;1
3769;379;1
3769;384;1
3769;394;1
3769;451;1
3769;1269;1
3769;2530;1
3769;2531;1
3769;3558;1
3769;3713;1
3769;4977;1
3769;10678;1
3772;1;1
3772;4;1
3772;197;1
3772;398;1
3772;1270;1
3772;3713;1
3772;4962;1
3772;5066;1
3772;6151;1
3772;6203;1
3774;19;1
3774;1393;1
3774;10678;1
3778;18;1
3778;218;1
3778;339;1
3778;1271;1
3778;2545;1
3778;5030;1
3778;5078;1
3778;10678;1
3778;11854;1
3779;186;1
3779;1272;1
3780;4;1
3780;314;1
3780;387;1
3780;401;1
3780;1273;1
3780;2503;1
3780;3584;1
3780;3713;1
3780;4811;1
3780;4966;1
3780;10678;1
3781;150;1
3781;451;1
3781;1274;1
3781;1439;1
3781;4825;1
3781;4973;1
3781;10678;1
3789;108;1
3789;1275;1
3789;4968;1
3789;6143;1
3790;4;1
3790;73;1
3790;314;1
3790;451;1
3790;1276;1
3790;2524;1
3790;3569;1
3790;4818;1
3793;372;1
3793;451;1
3793;1277;1
3793;1439;1
3793;4826;1
3793;4975;1
3793;10678;1
3795;124;1
3795;314;1
3795;383;1
3795;1278;1
3795;3783;1
3795;4990;1
3795;10678;1
3800;1;1
3800;4;1
3800;138;1
3800;395;1
3800;402;1
3800;437;1
3800;466;1
3800;1279;1
3800;2531;1
3800;4971;1
3800;5019;1
3800;10678;1
3801;4;1
3801;72;1
3801;229;1
3801;1280;1
3801;3742;1
3801;4817;1
3801;10678;1
3803;18;1
3803;211;1
3803;314;1
3803;1281;1
3804;4;1
3804;84;1
3804;382;1
3804;391;1
3804;1282;1
3804;10678;1
3808;293;1
3808;1330;1
3808;2506;1
3808;4811;1
3808;4858;1
3809;32;1
3809;343;1
3809;385;1
3809;1283;1
3809;3724;1
3811;76;1
3811;1284;1
3811;3629;1
3811;3745;1
3811;4917;1
3811;5078;1
3811;11854;1
3812;78;1
3813;77;1
3813;395;1
3813;1285;1
3813;4926;1
3813;6146;1
3813;8547;1
3814;1286;1
3814;1439;1
3814;4796;1
3814;4927;1
3814;6151;1
3816;4;1
3817;4;1
3817;1287;1
3817;2502;1
3817;4819;1
3817;5008;1
3817;5009;1
3817;6174;1
3820;1;1
3820;4;1
3820;198;1
3820;451;1
3820;1288;1
3821;125;1
3821;381;1
3821;1289;1
3824;152;1
3824;468;1
3824;2503;1
3824;4898;1
3826;4;1
3826;19;1
3826;80;1
3826;1424;1
3826;3552;1
3826;3751;1
3826;4889;1
3826;10678;1
3829;385;1
3829;451;1
3829;1290;1
3829;2494;1
3829;3557;1
3829;3563;1
3829;3564;1
3829;3713;1
3832;1;1
3832;1291;1
3832;10678;1
3832;11854;1
3832;11857;1
3833;4;1
3833;19;1
3833;99;1
3833;391;1
3833;4950;1
3836;21;1
3836;22;1
3836;32;1
3836;303;1
3836;314;1
3836;363;1
3836;455;1
3836;1403;1
3836;3552;1
3836;4811;1
3836;4838;1
3836;5083;1
3836;6183;1
3849;136;1
3849;354;1
3849;377;1
3849;380;1
3849;383;1
3849;401;1
3849;416;1
3849;1292;1
3849;3713;1
3849;4834;1
3849;5078;1
3849;10678;1
3849;11854;1
3850;385;1
3850;388;1
3850;1293;1
3850;4920;1
3851;18;1
3851;239;1
3851;1294;1
3851;3695;1
3851;4903;1
3853;290;1
3853;314;1
3853;394;1
3853;1295;1
3853;2441;1
3853;4984;1
3855;4;1
3855;28;1
3855;116;1
3855;392;1
3855;437;1
3855;1296;1
3855;3587;1
3857;328;1
3857;404;1
3857;3661;1
3857;5025;1
3857;5102;1
3857;6172;1
3862;4;1
3862;17;1
3862;164;1
3862;3708;1
3862;8566;1
3862;8567;1
3863;4;1
3863;32;1
3863;89;1
3865;104;1
3865;1297;1
3865;2502;1
3865;4982;1
3867;4;1
3868;4;1
3894;1;1
3894;14;1
3894;309;1
3896;14;1
3896;251;1
3896;314;1
3896;7221;1
3897;1;1
3897;14;1
3897;32;1
3897;206;1
3897;345;1
3897;367;1
3897;369;1
3897;2501;1
3898;4;1
3898;252;1
3898;401;1
3898;436;1
3898;2503;1
3898;3745;1
3898;6207;1
3898;8567;1
3898;8605;1
3900;14;1
3900;253;1
3900;314;1
3900;401;1
3900;10669;1
3901;14;1
3901;244;1
3901;314;1
3901;437;1
3901;3580;1
3902;1;1
3902;4;1
3902;14;1
3902;248;1
3902;451;1
3902;3755;1
3902;7238;1
3904;1;1
3904;232;1
3904;445;1
3904;1298;1
3904;3732;1
3904;4800;1
3904;4945;1
3904;10678;1
3905;232;1
3905;245;1
3905;314;1
3905;365;1
3905;1299;1
3905;4924;1
3907;4;1
3907;249;1
3908;1;1
3908;4;1
3908;14;1
3908;32;1
3908;209;1
3908;314;1
3908;458;1
3908;2501;1
3909;14;1
3909;21;1
3909;22;1
3909;32;1
3909;247;1
3909;3550;1
3910;14;1
3910;21;1
3910;22;1
3910;32;1
3910;254;1
3910;2534;1
3910;4995;1
3911;1;1
3911;4;1
3911;15;1
3911;165;1
3911;205;1
3912;1;1
3912;21;1
3912;22;1
3912;213;1
3912;4787;1
3915;4;1
3915;260;1
3915;343;1
3915;346;1
3915;347;1
3915;362;1
3915;369;1
3915;447;1
3915;3767;1
3915;4850;1
3915;5114;1
3915;10678;1
3915;10680;1
3917;21;1
3917;250;1
3918;255;1
3918;4835;1
3920;1;1
3920;192;1
3920;1300;1
3920;1396;1
3920;10678;1
3921;314;1
3921;402;1
3921;466;1
3921;1301;1
3921;3775;1
3921;10678;1
3922;20;1
3924;404;1
3927;196;1
3927;314;1
3927;1302;1
3927;6192;1
3928;14;1
3928;314;1
3928;354;1
3928;370;1
3928;1303;1
3928;5118;1
3929;4;1
3929;314;1
3929;1304;1
3929;5080;1
3932;205;1
3935;1;1
3935;4;1
3935;284;1
3935;388;1
3935;437;1
3935;1305;1
3935;4992;1
3938;18;1
3938;137;1
3938;380;1
3938;381;1
3938;393;1
3938;1306;1
3938;4937;1
3938;8588;1
3938;10678;1
3939;22;1
3939;122;1
3939;387;1
3939;433;1
3939;1307;1
3939;1439;1
3939;2499;1
3939;3564;1
3939;3649;1
3939;3772;1
3939;4870;1
3939;10678;1
3941;102;1
3941;124;1
3941;1308;1
3941;2500;1
3941;2530;1
3941;3724;1
3941;4887;1
3941;5030;1
3941;11854;1
3942;126;1
3942;377;1
3942;380;1
3942;394;1
3942;451;1
3942;2527;1
3942;4802;1
3942;4900;1
3945;194;1
3945;1309;1
3945;4867;1
3946;95;1
3946;1407;1
3946;1439;1
3946;4960;1
3946;7301;1
3948;19;1
3948;96;1
3948;348;1
3948;384;1
3948;1310;1
3948;2531;1
3948;4959;1
3948;6128;1
3948;6167;1
3948;8567;1
3948;9619;1
3948;10678;1
3949;4;1
3949;109;1
3949;314;1
3949;342;1
3949;426;1
3949;451;1
3949;1311;1
3949;3563;1
3949;3566;1
3949;3656;1
3949;4864;1
3949;6206;1
3950;105;1
3950;1376;1
3950;1398;1
3950;4998;1
3950;7255;1
3957;1;1
3957;297;1
3957;314;1
3957;1312;1
3957;2502;1
3960;1;1
3960;4;1
3960;20;1
3960;22;1
3960;32;1
3960;173;1
3960;314;1
3960;411;1
3960;1313;1
3960;4993;1
3961;354;1
3961;355;1
3961;377;1
3961;405;1
3961;1314;1
3961;3642;1
3961;4866;1
3961;5030;1
3961;6173;1
3964;4;1
3964;134;1
3964;289;1
3964;2525;1
3964;3700;1
3964;10678;1
3964;11684;1
3964;11690;1
3964;11691;1
3966;1;1
3966;14;1
3966;32;1
3966;170;1
3966;1315;1
3967;233;1
3967;441;1
3967;1315;1
3968;1;1
3968;14;1
3968;32;1
3968;208;1
3968;448;1
3968;2502;1
3968;4851;1
3969;259;1
3969;340;1
3969;343;1
3970;1;1
3970;4;1
3970;14;1
3970;29;1
3970;32;1
3970;341;1
3970;5029;1
3972;451;1
3972;1316;1
3972;2502;1
3973;3686;1
