UserId;ProductId;Count
4;65;4
4;66;2
4;67;2
4;68;3
4;69;5
4;70;4
4;71;3
4;72;6
4;73;6
4;74;2
4;76;1
4;77;2
4;78;2
4;79;2
4;80;7
4;90;1
4;108;1
4;113;1
4;115;1
4;118;1
5;1;4
5;2;7
5;3;2
5;4;9
5;5;3
5;6;1
5;7;1
5;8;7
5;9;7
5;10;2
5;12;4
5;13;4
5;15;6
5;16;3
5;17;4
5;18;2
5;19;3
5;20;1
5;21;6
5;22;2
5;23;5
5;24;9
5;25;8
5;27;3
5;28;4
5;30;7
5;31;2
5;32;7
5;33;3
5;34;4
5;35;3
5;36;3
5;38;2
5;39;1
5;40;4
5;41;3
5;42;3
5;43;4
5;44;3
5;45;2
5;46;4
5;48;4
5;49;2
5;50;2
5;52;1
5;55;2
5;56;3
5;57;6
5;58;5
5;59;4
5;60;2
5;61;2
5;62;3
5;64;4
5;65;3
5;66;4
5;67;1
5;68;3
5;69;2
5;70;2
5;71;2
5;72;3
5;73;1
5;74;7
5;75;4
5;76;4
5;77;2
5;78;2
5;79;3
5;80;9
5;94;1
5;99;1
5;105;1
5;110;1
5;111;1
5;120;1
5;124;1
6;1;5
6;2;6
6;4;3
6;5;5
6;6;5
6;7;4
6;8;7
6;10;4
6;11;5
6;12;2
6;13;1
6;15;2
6;17;5
6;18;1
6;19;4
6;20;2
6;21;8
6;22;4
6;23;4
6;24;1
6;25;8
6;26;3
6;27;5
6;28;5
6;31;4
6;33;3
6;34;4
6;37;3
6;38;3
6;40;1
6;42;5
6;43;2
6;44;4
6;45;2
6;46;10
6;47;5
6;48;1
6;49;2
6;50;4
6;51;5
6;52;3
6;53;8
6;54;2
6;55;3
6;56;4
6;57;3
6;59;1
6;60;3
6;61;2
6;62;4
6;63;3
6;64;2
6;65;2
6;67;3
6;68;3
6;69;3
6;70;6
6;71;2
6;72;3
6;73;5
6;75;3
6;76;1
6;77;5
6;78;1
6;79;3
6;80;2
6;81;1
6;82;1
6;93;1
6;94;1
6;97;1
6;98;1
6;113;2
6;123;1
7;4;2
7;5;6
7;7;4
7;8;4
7;9;6
7;10;9
7;12;3
7;13;2
7;14;3
7;15;6
7;16;1
7;17;3
7;20;6
7;21;2
7;22;2
7;23;4
7;24;3
7;25;2
7;26;2
7;29;3
7;30;6
7;31;2
7;32;1
7;33;1
7;34;1
7;35;2
7;36;5
7;37;3
7;39;5
7;40;1
7;42;3
7;43;9
7;44;2
7;45;5
7;46;2
7;48;3
7;50;1
7;52;3
7;53;5
7;54;6
7;55;2
7;56;5
7;57;1
7;58;4
7;59;2
7;60;2
7;61;1
7;62;8
7;63;4
7;64;2
7;65;2
7;66;2
7;67;5
7;68;2
7;70;1
7;71;2
7;72;2
7;73;1
7;76;4
7;77;4
7;79;2
7;80;4
7;86;1
7;87;1
7;111;1
7;120;2
7;124;1
8;1;2
8;2;9
8;3;4
8;4;6
8;5;2
8;6;3
8;7;5
8;8;7
8;9;5
8;10;3
8;11;4
8;12;4
8;13;1
8;14;6
8;15;2
8;16;2
8;17;5
8;18;3
8;19;6
8;20;2
8;21;3
8;22;4
8;23;4
8;24;1
8;25;2
8;26;2
8;27;7
8;28;4
8;29;1
8;30;5
8;31;6
8;32;2
8;33;2
8;34;1
8;35;6
8;36;2
8;37;1
8;38;3
8;41;3
8;42;4
8;43;4
8;44;1
8;45;2
8;46;4
8;47;2
8;48;3
8;49;1
8;50;1
8;51;2
8;52;1
8;53;2
8;55;1
8;56;1
8;57;3
8;58;2
8;59;5
8;60;5
8;62;9
8;63;2
8;64;1
8;65;1
8;66;9
8;67;1
8;69;2
8;70;8
8;71;4
8;72;4
8;73;8
8;74;1
8;75;6
8;76;3
8;77;1
8;78;7
8;80;5
8;85;1
8;101;1
8;103;1
8;108;1
8;109;1
8;112;1
8;120;1
9;1;1
9;2;5
9;3;2
9;4;2
9;5;4
9;6;3
9;7;3
9;8;1
9;9;3
9;10;2
9;11;3
9;12;7
9;13;1
9;14;2
9;15;3
9;16;2
9;18;2
9;20;4
9;21;8
9;22;2
9;23;4
9;24;1
9;26;10
9;27;1
9;28;5
9;29;6
9;30;5
9;31;3
9;32;3
9;35;2
9;36;3
9;37;4
9;38;2
9;39;6
9;40;4
9;41;5
9;42;5
9;43;4
9;44;2
9;45;3
9;46;6
9;47;1
9;48;5
9;49;2
9;50;2
9;51;4
9;53;5
9;54;2
9;55;4
9;56;5
9;59;7
9;60;7
9;61;1
9;62;2
9;63;4
9;64;7
9;65;5
9;66;3
9;67;7
9;68;3
9;69;3
9;71;4
9;72;5
9;73;1
9;74;2
9;75;7
9;76;4
9;77;1
9;78;2
9;79;3
9;80;2
9;84;1
9;87;1
9;92;1
9;93;1
9;101;1
10;1;8
10;2;3
10;3;4
10;4;4
10;5;2
10;7;6
10;8;1
10;10;3
10;12;5
10;14;1
10;16;4
10;17;4
10;18;3
10;19;1
10;20;1
10;21;2
10;22;5
10;23;5
10;24;4
10;25;2
10;26;5
10;27;1
10;28;9
10;29;1
10;31;1
10;32;2
10;34;2
10;35;2
10;36;5
10;37;6
10;39;6
10;41;2
10;42;1
10;43;6
10;44;2
10;45;5
10;47;2
10;48;2
10;49;2
10;50;5
10;52;1
10;53;4
10;54;8
10;55;1
10;56;2
10;57;5
10;58;3
10;59;7
10;60;2
10;62;2
10;63;2
10;64;4
10;65;2
10;66;5
10;67;2
10;68;2
10;69;4
10;70;2
10;71;2
10;73;4
10;74;3
10;75;5
10;77;6
10;78;4
10;79;6
10;80;3
10;83;1
10;106;1
10;113;1
11;2;2
11;4;4
11;5;4
11;7;4
11;8;2
11;9;5
11;10;3
11;11;2
11;19;1
11;20;2
11;24;2
11;26;1
11;27;5
11;28;2
11;30;2
11;33;2
11;41;1
11;44;2
11;45;2
11;46;2
11;48;2
11;49;1
11;50;1
11;55;1
11;59;2
11;61;1
11;62;5
11;65;2
11;66;2
11;71;1
11;72;1
11;73;2
11;79;3
11;80;1
11;91;1
11;95;1
11;98;1
11;102;1
11;103;1
11;119;1
12;1;2
12;6;1
12;9;2
12;10;2
12;16;2
12;18;1
12;19;2
12;21;2
12;22;2
12;26;1
12;27;1
12;28;3
12;29;1
12;33;2
12;34;3
12;36;2
12;38;2
12;41;3
12;45;4
12;46;2
12;48;3
12;50;1
12;53;4
12;54;1
12;56;1
12;57;2
12;58;1
12;59;2
12;61;2
12;63;6
12;65;3
12;66;2
12;68;3
12;69;2
12;72;2
12;75;1
12;77;1
12;78;1
12;86;1
12;90;2
12;98;1
12;111;1
12;125;1
13;1;2
13;2;3
13;3;3
13;5;2
13;7;2
13;11;4
13;12;2
13;14;4
13;15;4
13;16;2
13;17;1
13;21;2
13;23;3
13;24;1
13;25;2
13;27;1
13;35;3
13;38;3
13;41;1
13;44;4
13;45;3
13;50;2
13;51;4
13;52;1
13;53;2
13;55;1
13;57;3
13;59;3
13;69;3
13;70;4
13;72;1
13;73;1
13;75;1
13;78;2
13;79;2
13;83;1
13;89;1
13;96;1
13;98;1
13;100;1
13;119;1
13;120;1
13;122;1
13;125;1
14;1;2
14;2;2
14;4;4
14;5;4
14;6;2
14;9;4
14;10;2
14;11;1
14;12;10
14;13;2
14;16;2
14;17;6
14;19;1
14;20;2
14;23;1
14;24;2
14;27;2
14;33;1
14;35;1
14;37;3
14;43;1
14;44;2
14;45;1
14;51;3
14;52;1
14;53;3
14;56;2
14;57;2
14;58;2
14;60;2
14;61;1
14;63;1
14;65;1
14;66;2
14;68;1
14;69;2
14;74;2
14;75;2
14;76;3
14;77;1
14;91;1
14;118;2
14;121;1
14;122;1
14;124;1
15;3;2
15;4;2
15;5;2
15;7;2
15;9;1
15;10;2
15;12;2
15;13;2
15;17;2
15;18;2
15;19;2
15;23;1
15;29;2
15;30;2
15;32;2
15;35;2
15;40;2
15;41;2
15;42;1
15;43;1
15;45;2
15;46;1
15;48;3
15;50;2
15;53;2
15;54;2
15;55;2
15;56;2
15;58;1
15;61;1
15;62;4
15;63;2
15;65;1
15;66;1
15;70;2
15;71;2
15;73;1
15;75;3
15;77;2
15;78;4
15;80;1
15;98;1
15;108;1
15;119;1
15;120;1
16;11;1
16;18;1
16;21;1
16;25;1
16;34;1
16;43;1
16;56;1
16;58;1
16;64;1
16;68;1
16;76;1
16;92;3
16;100;1
16;102;1
16;106;1
16;119;1
16;122;1
16;123;1
17;1;1
17;3;1
17;8;1
17;13;1
17;15;1
17;20;1
17;30;1
17;64;1
17;85;1
17;86;1
18;4;1
18;5;1
18;22;2
18;28;1
18;33;1
18;43;1
18;52;1
18;85;1
18;86;1
18;93;1
18;94;2
18;95;1
18;97;1
18;103;1
18;106;1
18;107;1
18;112;2
18;117;1
19;3;1
19;4;1
19;15;1
19;17;1
19;27;1
19;36;1
19;37;2
19;51;2
19;58;1
19;62;1
19;63;1
19;65;1
19;66;1
19;72;1
19;85;1
19;88;1
19;115;1
19;125;1
20;14;1
20;15;1
20;19;1
20;21;1
20;25;1
20;34;1
20;40;1
20;44;1
20;50;2
20;69;1
20;90;1
20;103;1
20;115;1
20;120;1
21;1;1
21;8;1
21;19;1
21;23;1
21;37;1
21;45;1
21;63;1
21;64;1
21;83;1
21;86;1
21;102;1
21;110;1
22;13;1
22;28;1
22;30;1
22;34;1
22;44;1
22;50;1
22;57;1
22;59;1
22;69;1
22;77;1
22;119;1
23;19;1
23;30;1
23;36;1
23;39;1
23;46;1
23;50;1
23;57;1
23;75;1
23;76;1
23;78;1
23;83;1
23;84;1
23;108;1
23;110;1
23;119;1
24;26;1
24;38;1
24;39;1
24;41;1
24;57;1
24;79;1
24;88;1
24;91;1
24;96;1
24;102;1
24;110;2
24;120;1
25;17;1
25;19;1
25;35;1
25;47;1
25;50;1
25;53;1
25;59;1
25;70;1
25;72;1
25;77;1
25;85;1
25;87;1
25;94;1
25;120;1
