Id;type;BarCode;SerialNumber;Price;DateCreated;DateUpdated;Stock;Total;Terminated;IsLoanItem;location
37;Laptop;1092E9A6-4B9D-46A6-995B-B15FB23899CD;3368CA8F-F49D-48B2-B940-567EFEB19C2A;0,00;2014-08-15 00:00:00.000;2017-10-09 10:54:14.887;1;1;0;0;NULL
38;Laptop;5673E85B-F3C6-4A3A-91D0-03F546C2159A;30921C2B-6E3F-4045-B988-E6D1A0E74B02;0,00;2014-08-27 00:00:00.000;2017-10-09 10:54:51.540;0;1;0;0;NULL
39;Laptop;477C0BB4-5F16-410B-926B-88BB8269478D;316BED71-6D24-4AF9-AA21-EE15C89192C2;0,00;2014-08-27 00:00:00.000;2018-11-15 14:55:26.653;0;1;1;0;Amsterdam
40;Laptop;9DA9BEE9-BB92-486A-889C-EF8A2F536318;3D7EF5CD-EF41-40FF-8C46-4AF794857318;1275,00;2014-09-10 00:00:00.000;2018-08-14 15:48:29.433;1;1;0;0;Rotterdam
41;Laptop;2A95F774-70B5-41DB-9D0E-876656CE3D57;9698FE74-5139-4B6D-9445-DD3A8A34E7AF;0,00;2014-09-25 00:00:00.000;2018-11-14 19:42:04.617;0;1;1;0;NULL
42;Laptop;94F97CE0-65F6-46DB-8675-1F3BB3AA06F0;EAA5825A-ED62-4CA4-B3FB-AC2739E8922F;0,00;2014-10-07 00:00:00.000;2018-11-14 19:41:55.927;0;1;0;0;NULL
43;Laptop;5A45D5E0-DE81-4569-88A2-7EFA397266F1;81E758CF-8E42-43FB-8838-F68D345946FE;0,00;2014-10-20 00:00:00.000;2017-10-09 11:29:02.857;1;1;0;0;NULL
44;Laptop;565F9963-CF1A-4643-9AA8-D96FBD11251B;568E91CF-2221-4F23-B3BE-946B505A1502;1676,00;2014-10-27 00:00:00.000;2018-08-13 18:31:10.820;0;1;1;0;NULL
45;Laptop;563D7940-8540-4D7C-AFF4-787E6D72E355;65889621-8CBA-46CC-B025-0EFA447BC7DB;0,00;2014-10-27 00:00:00.000;2017-10-09 10:58:58.057;0;1;0;0;NULL
46;Laptop;7ABBC73E-83B6-485C-87DD-DF4459691D5E;7C339BF4-7D01-4D17-AFAD-263B12109853;0,00;2014-10-27 00:00:00.000;2017-10-09 10:59:52.307;0;1;0;0;NULL
47;Laptop;CEF2D75D-3DB4-43BC-80C6-51DCBB36EAF6;E3B7969D-55B1-4990-9AAE-A29E99E57F9A;0,00;2014-11-03 00:00:00.000;2018-11-14 19:42:20.367;0;1;0;0;NULL
48;Laptop;27DB4C4E-A55A-4D51-9A6F-F25632ED7B5A;4B3C3001-4AB8-462B-83F9-BB23F56EDF29;0,00;2014-11-05 00:00:00.000;2018-11-14 19:42:29.837;0;1;0;0;NULL
49;Laptop;31D33071-F2E2-46C9-8A31-942EC24319B0;512888B6-A9FE-4FA8-B97D-2D802382AB11;0,00;2014-11-24 00:00:00.000;2018-11-05 16:36:41.067;0;0;1;0;NULL
50;Laptop;75585BAD-2B78-44A4-B176-6E281F928055;5976DC5D-BFFB-4D06-9AF0-8943564DF40B;0,00;2014-12-09 00:00:00.000;2018-01-12 15:28:31.390;0;1;0;0;NULL
51;Laptop;D06FCA23-2D11-44DB-AE02-BD42035BE9BE;5C28DE56-4229-4128-89DC-CC02077B4EB6;0,00;2014-12-17 00:00:00.000;2018-06-11 10:38:58.580;0;1;1;0;NULL
52;Laptop;46CFB91E-149A-4DD3-BE44-E25AA8B849DA;7A8FF8D1-F1C1-48CD-9186-AE7DF6287403;0,00;2015-01-07 00:00:00.000;2017-10-09 11:18:48.857;1;1;0;0;NULL
53;Laptop;8828FD26-22D2-498D-A5FE-221C22BD325F;3F5F27BF-D03C-41AD-A2A5-00780BBFFD5E;0,00;2015-01-07 00:00:00.000;2017-10-09 11:19:37.043;0;1;0;0;NULL
54;Laptop;63D7A27A-9919-4715-A17D-1AA93E4B74ED;A9B8CF5A-1B02-4A1F-94D0-FB58AAC8A6E5;0,00;2015-01-28 00:00:00.000;2018-11-15 11:22:42.597;0;1;1;1;Amsterdam
55;Laptop;0E415E06-EA9B-4ED0-BF96-A59870A492D5;0DD03064-8F3B-4AAF-B3DF-553561F72EBE;0,00;2015-03-04 00:00:00.000;2018-10-16 10:42:20.333;0;1;0;0;Amsterdam
56;Laptop;4E7ADF05-FECA-4915-955F-CA8E126567CB;5D5258E9-CDFA-4A03-B72E-327092EBBB98;0,00;2015-03-26 00:00:00.000;2017-10-09 11:21:33.527;0;1;0;0;NULL
57;Laptop;3DB0205B-08FF-4162-8F71-315ABDBF25DD;0EEA0C76-6FCD-4306-B4F1-01ED66D09858;0,00;2015-03-26 00:00:00.000;2017-10-09 11:22:05.403;0;1;0;0;NULL
58;Laptop;EC0E6DE3-BF7D-4B99-AEFF-3F1E8BC83F38;3D707799-0D60-49E7-8457-F37022665635;0,00;2015-03-26 00:00:00.000;2018-06-18 15:15:14.943;0;1;1;0;NULL
59;Laptop;E5BEA168-7FDF-4BE7-BECC-DF28FA626EEE;D5F9D24F-D0B3-4732-9DEA-1C0DEEEA5618;0,00;2015-06-03 00:00:00.000;2018-09-05 16:18:30.170;0;1;1;0;NULL
60;Laptop;D5F32060-0D31-4F45-B9BA-26EA6F179CE5;AC2AC777-F542-4EEC-960D-7C6711E85507;0,00;2015-07-01 00:00:00.000;2017-10-09 11:24:12.763;0;1;0;0;NULL
61;Laptop;55208F99-8CFE-4C5B-9D1D-97937C88ED16;874A003C-3741-487E-8DC2-0D2292F0F79C;0,00;2015-07-07 00:00:00.000;2017-10-09 11:24:56.793;0;1;0;0;NULL
62;Laptop;AD41FEDD-6622-44D5-B82B-F6A85B5FFDA2;1C3D13C1-CB08-4E62-95E0-6DA09C4967B4;0,00;2015-07-09 00:00:00.000;2018-11-15 10:44:38.743;1;1;0;0;NULL
63;Laptop;19CE27DE-3D71-42D7-86A8-9719A1E5E0AA;C92F0BA1-5F3D-44E5-A21D-E507073117D5;0,00;2015-08-13 00:00:00.000;2017-10-09 11:25:50.590;1;1;0;0;NULL
64;Laptop;05D65D0A-0C38-4A1A-93DF-ECF36B95ADE1;30F20E9A-B4C6-462B-9C8A-896EB1E24DE8;0,00;2015-08-10 00:00:00.000;2018-01-23 07:58:54.707;0;1;1;0;NULL
65;Laptop;C2A48335-E055-45AE-98E8-796B3D8C7555;8DD722E1-ED38-4BFF-8DDB-D44B39517A54;0,00;2015-10-08 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
66;Laptop;55ADB506-D194-457D-8276-94E4C029A732;6119E8C1-357B-430B-8AC7-C86274F5E7CD;0,00;2015-10-08 00:00:00.000;2017-10-09 11:26:46.387;0;1;0;0;NULL
67;Laptop;6BE561F9-2CF7-46FF-B61B-0176741BC71D;404F8225-C0EB-4D50-8BD7-BE1E7B2765A7;0,00;2015-10-12 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
68;Laptop;34BD3ABA-1872-4563-8E3C-B9E003DC43D5;78A7D235-564A-4BBF-AE77-69CDDA13E6DB;0,00;2015-10-13 00:00:00.000;2018-12-24 14:06:43.267;1;1;0;1;Rotterdam
69;Laptop;7B8FFCF9-EAD8-49E8-B9DA-445EDC972CAB;6DE0D80F-9D9E-4F3A-B5A6-7F83A8C2EEA0;1354,00;2015-10-22 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
70;Laptop;AE0A7AB2-DCBC-4D32-9737-ED47A63E8DDA;9ECCE7B0-3066-43E2-B38B-AD3BAACC1815;0,00;2015-10-26 00:00:00.000;2018-11-14 19:43:02.663;1;1;0;0;Rotterdam
71;Laptop;2593CD75-BED3-461A-89C0-E444484681A2;6CE74B85-431C-44C6-AE57-2724F79AB1EA;0,00;2015-10-30 00:00:00.000;2018-11-15 10:44:50.883;0;1;0;0;NULL
72;Laptop;1AD75989-F5B7-48F7-B682-55C387A3FFC1;D6670802-F3D4-4556-B2B2-2117AE21CECB;0,00;2015-10-01 00:00:00.000;2017-10-09 12:55:59.087;1;1;0;0;NULL
73;Laptop;98031301-D5B7-466F-AB9C-ED4569F60182;B4C4479A-02A5-4FBD-B504-AD2E94BE146F;0,00;2015-10-01 00:00:00.000;2017-10-09 12:56:49.227;1;1;0;0;NULL
74;Laptop;BEF6C5DC-7B04-4B33-B0C8-70178A149C03;6C85D85A-E284-4DD2-A713-8BCF55544FA0;0,00;2014-12-04 00:00:00.000;2018-01-17 12:36:00.970;0;1;1;0;NULL
75;Laptop;C4096637-2BBF-43DA-8B01-EF4820F482A5;6A9B9FA7-3E02-46F5-9490-57B62DC5967A;0,00;2015-11-24 00:00:00.000;2018-11-14 19:42:43.850;0;1;0;0;NULL
76;Laptop;4A1808F1-3501-417A-9788-BDE39655BE06;DE5177BA-ED1F-43EF-BDA5-AB92EA82EDCC;0,00;2015-12-08 00:00:00.000;2018-11-14 19:42:49.193;0;1;0;0;NULL
77;Laptop;DF1ABEE6-4287-42DD-A64F-24ED8BCBAB6B;6DCD4491-37E2-4123-B396-1A5B5C9F2173;1185,52;2016-01-04 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
78;Laptop;C8A853CC-33E5-42AD-A282-09CC1408EFC3;8FBCCD99-CC52-4EA5-AF6A-45EAA57F28A9;0,00;2016-01-04 00:00:00.000;2017-10-09 12:57:43.553;0;1;0;0;NULL
79;Laptop;6E5DCC5B-5312-4D13-8F54-5E89EDDACA69;36EB21CA-CDD5-4A24-9434-2F15C4B55FD2;1354,00;2015-12-17 00:00:00.000;2018-11-15 10:45:24.383;0;1;0;0;NULL
80;Laptop;48D1648D-43DC-4CF1-9560-FCE3F9F00D1D;BF67F695-D9C0-41E7-94D3-222CE7BDF8A9;1190,00;2016-02-01 00:00:00.000;2018-04-30 17:04:54.397;0;1;0;0;NULL
81;Laptop;46A85F0D-B905-431B-A439-C889042781C9;63C00588-F867-4AC7-A44B-1167AD8B1582;2147,00;2016-01-14 00:00:00.000;2017-07-16 16:49:10.547;1;1;0;0;NULL
82;Laptop;8DD199DD-BFF1-4D0A-B880-8403FD77DB61;3EF84BFF-62DC-49A3-9AEC-4DB3A69E32F1;0,00;2016-01-29 00:00:00.000;2017-10-09 13:00:55.727;0;1;0;0;NULL
83;Laptop;E7F352D6-BC2B-48B9-982A-A78CFA3C736D;EC30B2CA-BF51-448A-9A5C-79E7A7056A56;0,00;2016-02-22 00:00:00.000;2017-10-09 12:59:53.147;0;1;0;0;NULL
84;Laptop;B0BB4833-3294-4A39-9E4E-ECD7BB7A4369;A5E7F88B-3C1B-4581-B7E3-0225F0BB9856;1185,00;2016-02-22 00:00:00.000;2018-11-15 10:45:50.960;0;1;0;0;NULL
85;Laptop;0537FEBA-B9CA-4D4E-80F0-04AB679802AE;44604F88-B6A3-4912-99FA-D26B8D9AA589;1048,76;2016-02-24 00:00:00.000;2018-11-15 10:45:04.303;0;1;0;0;NULL
86;Laptop;9B8E1AA1-24B8-4957-AA35-B8B439697566;B43B248B-72EC-4059-8E6F-04D862382E20;0,00;2016-01-08 00:00:00.000;2018-02-14 14:29:08.673;1;1;0;0;Amsterdam
87;Laptop;2764EE6C-54EA-480D-8392-370938DAFCE9;7DA965A6-AD39-4546-B6EF-5B81C729A966;1275,00;2016-03-14 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
88;Laptop;66711F65-4A6F-44B7-9D80-05AD066515B1;EF71C7AC-59E9-4D59-8D18-B6C8437E9DBA;1274,00;2016-03-17 00:00:00.000;2018-06-28 08:51:21.263;0;1;0;0;NULL
89;Laptop;77144737-2FB3-4B1A-9A6C-D3E5DD78D2F9;05AD718E-2C77-4D5C-98ED-D86FAFC942FD;1048,76;2016-04-01 00:00:00.000;2018-12-14 08:13:09.020;0;1;0;0;NULL
90;Laptop;8A2D97C1-F017-47FC-8340-F67B9038EF60;30C1D187-A071-4874-A7F8-B0B38CAE3A76;0,00;2016-04-13 00:00:00.000;2017-10-11 13:05:34.637;0;1;0;0;NULL
91;Laptop;709E7F69-FADB-4A87-9E71-3F08B5143F0D;9A7F398F-A81B-4113-9933-B2F233B62141;2197,00;2016-04-19 00:00:00.000;2018-09-04 14:53:47.697;0;1;1;0;NULL
92;Laptop;54C8FB4C-2F43-4B3E-A5D1-6257BE48BA49;BBA0957D-729A-422E-ADBD-2CA90ED440FE;0,00;2016-05-13 00:00:00.000;2017-10-09 13:03:02.603;0;1;0;0;NULL
93;Laptop;CD737202-ADBC-4028-BB63-9D75C1FA0437;DCEA5F3E-19AD-4A14-9938-57CB29DE8668;0,00;2016-06-07 00:00:00.000;2017-10-09 13:24:13.247;0;1;0;0;NULL
94;Laptop;FB9CDE2E-812D-4B0A-A68B-E10594738D14;F9C48CCB-972B-486C-B1EE-CA75D6CBCE56;1673,00;2016-06-21 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
95;Laptop;9A190676-FA0E-4AF7-AA5F-A6981739379E;CFC9542E-8C45-4FD5-9BED-BD7076A0FE7D;0,00;2016-06-28 00:00:00.000;2018-11-14 19:43:24.680;0;1;0;0;NULL
96;Laptop;68EE9FD9-2616-4DEE-8961-973C671FFAAB;4116FA11-1968-438D-A149-D081BE0AADAB;0,00;2016-06-30 00:00:00.000;2017-10-09 13:28:56.807;1;1;0;0;NULL
97;Laptop;5BDB4FD0-9BBC-4FB1-8244-05543A1B0B12;D8577E13-5F83-4810-B243-2533F0F8113E;1103,00;2016-06-30 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
98;Laptop;E6B1CAAE-1926-43C1-9383-1DE69A49A559;D98A7169-387A-40F1-963E-2AABB51AD1AC;0,00;2016-07-05 00:00:00.000;2018-11-14 19:43:19.273;0;1;0;0;NULL
99;Laptop;1F5AB480-4332-411C-BC08-68923796821C;5CADA16D-A54A-4C34-AABA-1AA461E9C992;0,00;2016-07-18 00:00:00.000;2018-01-08 16:58:02.667;1;1;1;0;NULL
100;Laptop;B78FBF99-FB0C-4758-B893-8D043737C978;D041FDB4-82AD-4BAE-AAE2-13A568B1671A;0,00;2016-07-18 00:00:00.000;2018-10-08 12:03:24.537;0;1;1;0;Amsterdam
101;Laptop;F7A0B510-45AD-4F09-9BCD-82336C8E8700;C187BCA2-F119-4D76-94C8-148A49E21719;0,00;2016-07-18 00:00:00.000;2017-10-09 13:34:30.543;0;1;0;0;NULL
102;Laptop;D9F9A6FC-74F4-4C74-9D16-7949326C0245;ED76146A-8283-4736-88DE-7E52B9CF618C;1514,00;2016-07-22 00:00:00.000;2018-11-14 19:43:34.163;0;1;0;0;NULL
103;Laptop;552B9266-6A84-4B81-9633-5FF083660FAD;F092709D-FC09-46FA-B0F9-A0D8181055B8;0,00;2016-07-28 00:00:00.000;2017-10-09 13:36:23.980;0;1;0;0;NULL
104;Laptop;D4363B0B-D13B-4BB3-9C28-E10D8D7A60B9;DD71E117-BFB4-4743-B151-1248629937FD;1210,00;2016-08-04 00:00:00.000;2018-11-14 19:44:15.087;0;1;0;0;NULL
105;Laptop;B5AE0E28-7400-410C-AEBB-B18E7BA0F246;10BD8158-49A3-4C23-A4C2-F109658A3E7C;1210,00;2016-08-04 00:00:00.000;2018-11-14 19:44:10.257;0;1;0;0;NULL
106;Laptop;23BEC508-75B0-437C-BACF-9A275836E964;92D454F3-B23D-40A2-9239-5E19C8B462DD;1210,00;2016-08-04 00:00:00.000;2018-11-14 19:44:04.397;0;1;1;0;NULL
107;Laptop;14CF56D1-E36D-414E-8A69-B2AE1F2BEC80;6A70A2C1-05A7-44C1-AC08-68D6E61B4125;1577,06;2016-08-04 00:00:00.000;2018-11-14 19:44:23.727;1;1;0;0;NULL
108;Laptop;DB6DCE3F-E1B6-4AEF-B622-757AE886CB89;338E0636-E628-4E79-B902-127DBD318C53;1577,06;2016-08-04 00:00:00.000;2018-11-14 19:43:58.197;0;1;0;0;NULL
109;Laptop;5BE5C9ED-479D-41B0-B9FB-1B228E36F3B5;4E0B68B6-FF18-4C96-86E4-E136F0A9F8F6;1577,06;2016-08-04 00:00:00.000;2018-11-14 13:08:51.447;1;1;0;0;Amsterdam
110;Laptop;26033A93-B4C4-4E6D-92AA-CF57C5B07BF0;D2C93B96-CFF5-4EF2-A07F-120BB710F8DC;0,00;2016-09-05 00:00:00.000;2017-10-09 14:21:07.457;0;1;0;0;NULL
111;Laptop;FCBFDDE7-B9D4-4D23-AE7D-6240F1D30AD6;3537111F-1E74-4046-80E6-4CC95F235542;0,00;2016-09-05 00:00:00.000;2017-10-09 14:21:54.610;0;1;0;0;NULL
112;Laptop;716A2FAE-3F61-46AE-B615-6ABD4872DDC8;4338B951-B069-4B1B-956E-7DB500523E2C;1577,00;2016-09-05 00:00:00.000;2018-11-14 12:56:00.957;1;1;0;0;Rotterdam
114;Laptop;1A41525E-9CC2-49E9-9B5F-90D361F2487E;13BE07EB-D5F1-4704-B5F8-6A5538B2215D;0,00;2016-09-20 00:00:00.000;2017-10-09 14:22:31.707;0;1;0;0;NULL
115;Laptop;9EC985F5-C4F1-414D-B857-DE1FADA0D4B1;E6FCD068-6E6D-4A96-B117-8603FCD5FD7E;0,00;2016-09-27 00:00:00.000;2018-11-14 19:44:34.243;1;1;0;0;NULL
116;Laptop;F5003A0B-3313-4614-8444-6BE66F434538;AA8CAF18-1E8B-4BC5-92FA-0802F06E4BBC;0,00;2016-09-27 00:00:00.000;2018-07-31 14:14:04.037;0;1;1;0;Rotterdam
117;Laptop;03BB5D06-46F3-4B0F-9EA9-1BB29B414327;7590A6DD-A521-43CF-91A8-A4E3C97D5815;0,00;2016-10-03 00:00:00.000;2017-10-09 15:00:55.977;1;1;0;0;NULL
118;Laptop;C67C3DE2-9301-4C8D-BE58-212150FF0B01;B7C65616-7876-44CC-89AF-55949F426722;1577,06;2016-10-03 00:00:00.000;2018-11-14 19:43:45.803;0;1;0;0;NULL
119;Laptop;1B726B40-283B-42A4-9FD4-291E36F3B808;BC9B9B7C-C42A-4979-8F04-AE8F16A38377;0,00;2016-10-03 00:00:00.000;2017-10-10 10:26:51.473;0;1;0;0;NULL
120;Laptop;41DBC25A-48F8-4E4C-A7E0-152D260DBE20;FA865D82-677E-4B90-AF07-704CB00D1C56;0,00;2016-10-03 00:00:00.000;2017-10-10 10:27:24.427;0;1;0;0;NULL
121;Laptop;81092718-7D8E-44B3-A7FE-2E1EAC92A380;EA55C65F-4359-4279-9833-4DB27FF8D64B;0,00;2016-10-03 00:00:00.000;2017-10-10 10:27:47.800;0;1;0;0;NULL
122;Laptop;1EEBDFC5-F501-41CA-BE4C-167B888D923C;4D5BCACB-100A-4282-9432-EBE6E38CF6D1;0,00;2016-10-21 00:00:00.000;2017-10-10 10:28:21.847;1;1;0;0;NULL
123;Laptop;0C1E766E-5B54-44AC-988E-96E1ABCE69B3;84172BDB-8E25-43E5-9718-7DCA6116647D;0,00;2016-10-21 00:00:00.000;2017-10-10 10:28:46.880;0;1;0;0;NULL
124;Laptop;04D61EDB-A751-4B0B-AEB4-27A9E0713DD9;77A8053F-0EDD-40A6-98F3-13A9CBD2E0F1;1130,00;2016-10-21 00:00:00.000;2018-11-16 17:27:42.953;1;1;0;0;NULL
125;Laptop;0DC7931D-97D8-4800-833F-6FE30A2C4EEC;DBE6262C-00F0-4D75-B6F1-4074C625318F;1400,00;2016-10-21 00:00:00.000;2018-11-14 19:45:20.913;1;1;0;0;NULL
126;Laptop;7F9D79CA-11AD-4741-A8D2-9B0A210768A4;4FE08209-7955-4429-A747-73F93DB41026;1400,00;2016-10-21 00:00:00.000;2018-11-14 19:45:15.553;0;1;0;0;NULL
127;Laptop;E60A92ED-BD19-4D90-9D67-135819C6C3BE;C21EDB56-ED10-4D78-96D4-D920A1672F00;0,00;2015-06-01 00:00:00.000;2018-03-09 11:09:57.567;0;1;1;0;NULL
128;Laptop;FECB67F4-314C-46B6-B87B-33AA40406404;9F230006-CDAD-40C9-AC66-5DB1DB89F98A;905,00;2016-10-31 00:00:00.000;2017-07-16 16:49:10.547;0;1;0;0;NULL
129;Laptop;85C5D85A-7F24-46E4-B7BA-9F5406891AC2;90BDE0F4-F983-475A-9AC8-1E15ADD9456E;0,00;2016-11-01 00:00:00.000;2017-10-10 10:29:50.100;0;1;0;0;NULL
130;Laptop;800A0027-4020-4DB6-8736-70AC81D930C8;28DD78FC-A08F-415E-94D4-C31BB15784FF;0,00;2016-11-01 00:00:00.000;2017-10-10 10:30:19.147;0;1;0;0;NULL
131;Laptop;2FF36115-63C5-4A50-B7D2-2DFDE1306F50;A0272AE0-C2D8-42F8-BA68-EC001D24D6AA;0,00;2016-11-01 00:00:00.000;2017-10-10 10:30:49.960;0;1;0;0;NULL
132;Laptop;8120AD6C-5FFD-4DA1-AEE2-8430F50B3EC3;18354999-CE67-4572-9CD4-0319EA179099;1577,06;2016-11-01 00:00:00.000;2018-11-14 19:45:07.303;0;1;0;0;NULL
