EmployeeId;DateStart;DateEnd;InventoryId
13053;2018-11-30 13:18:32.830;NULL;314
13053;2018-11-30 13:18:06.660;NULL;11775
14190;2018-11-30 13:15:09.173;NULL;314
14190;2018-11-30 13:12:00.483;NULL;7261
14190;2018-11-30 13:10:59.450;NULL;11776
14190;2018-11-30 13:10:38.810;NULL;4
10668;2018-11-30 12:59:59.650;2018-11-30 17:30:27.127;394
8052;2018-11-30 12:05:45.900;NULL;11788
10469;2018-11-30 11:50:15.153;2018-11-30 17:31:27.547;4803
10469;2018-11-30 09:40:34.347;2018-11-30 17:31:20.470;5000
10469;2018-11-30 09:40:31.770;2018-11-30 17:31:12.313;367
6185;2018-11-30 09:25:57.960;NULL;11782
6461;2018-11-29 15:57:47.467;NULL;10678
3974;2018-11-29 15:57:25.700;NULL;11781
3974;2018-11-29 15:53:26.980;NULL;11780
3974;2018-11-29 15:53:14.947;NULL;7271
6185;2018-11-29 15:48:15.850;NULL;5060
6185;2018-11-29 15:45:08.287;NULL;11779
13086;2018-11-29 13:41:30.673;NULL;20
13086;2018-11-29 13:41:22.157;NULL;32
13086;2018-11-29 13:40:45.780;NULL;22
15217;2018-11-29 11:25:50.377;NULL;11766
15217;2018-11-29 11:18:50.590;2018-12-06 17:44:43.837;7519
14190;2018-11-29 10:41:27.530;NULL;32
14190;2018-11-29 10:33:11.477;NULL;14
3234;2018-11-29 09:53:19.523;2018-12-05 14:07:56.943;4806
13052;2018-11-29 09:52:24.647;2018-11-29 19:04:37.137;11694
6960;2018-11-29 09:51:48.147;NULL;7519
6960;2018-11-29 09:34:53.480;NULL;11765
14102;2018-11-29 09:13:06.777;NULL;11764
14190;2018-11-29 08:56:53.587;NULL;11763
8052;2018-11-29 08:53:58.430;NULL;11762
3829;2018-11-29 08:44:32.750;2018-11-29 11:30:12.570;3563
3673;2018-11-28 16:47:24.767;2018-12-14 13:14:44.117;336
8052;2018-11-28 15:30:10.420;NULL;7270
8052;2018-11-28 15:25:39.497;NULL;11761
10671;2018-11-28 14:47:56.627;2018-12-11 09:35:20.277;11743
10670;2018-11-28 14:47:38.517;NULL;11742
10734;2018-11-28 14:47:16.157;NULL;11745
6949;2018-11-28 14:44:37.890;NULL;11760
6942;2018-11-28 14:33:50.257;NULL;11759
11867;2018-11-28 14:18:59.807;NULL;11758
6949;2018-11-28 14:11:57.833;NULL;11746
3559;2018-11-28 13:26:41.453;2018-12-11 11:26:25.990;4811
4982;2018-11-28 10:54:11.473;2018-11-28 15:07:36.650;1424
10606;2018-11-28 10:45:46.607;2018-11-28 18:06:09.743;448
10606;2018-11-28 10:43:13.340;2018-11-28 10:45:54.560;3562
4976;2018-11-28 10:14:45.800;2018-11-28 15:57:24.507;7300
10659;2018-11-28 09:31:19.767;NULL;11757
10516;2018-11-28 09:30:28.657;NULL;11756
6235;2018-11-27 16:25:45.763;NULL;10687
6235;2018-11-27 16:25:04.277;NULL;8567
6235;2018-11-27 16:24:54.200;NULL;9644
13009;2018-11-27 16:24:14.670;2018-11-30 15:11:58.387;10686
13009;2018-11-27 16:23:46.623;2018-11-30 15:11:56.577;9644
13009;2018-11-27 16:23:35.980;2018-11-30 15:11:54.387;8567
14147;2018-11-27 16:13:13.230;NULL;10654
14147;2018-11-27 16:12:55.400;NULL;9644
14147;2018-11-27 16:12:46.980;NULL;8567
14102;2018-11-27 16:12:19.667;NULL;10652
14102;2018-11-27 16:11:59.527;NULL;9644
14102;2018-11-27 16:11:26.323;NULL;8567
14188;2018-11-27 16:10:52.227;NULL;10650
14188;2018-11-27 16:10:29.930;NULL;8567
14188;2018-11-27 16:10:19.807;NULL;9644
6278;2018-11-27 15:40:36.580;NULL;5106
9185;2018-11-27 15:32:54.453;NULL;345
9185;2018-11-27 15:32:50.813;NULL;347
10659;2018-11-27 13:46:31.580;NULL;11696
6043;2018-11-27 13:42:58.157;NULL;11695
6044;2018-11-27 13:24:03.183;2018-11-29 16:11:11.607;5066
10606;2018-11-27 09:51:52.017;2018-11-27 17:58:58.083;4803
9374;2018-11-27 09:31:59.027;2018-11-27 10:01:07.287;363
6255;2018-11-26 18:01:54.347;2018-12-07 09:10:45.077;2515
10615;2018-11-26 17:50:26.313;2018-11-26 18:31:09.963;6151
10615;2018-11-26 17:50:16.187;2018-11-28 13:57:39.820;6152
6283;2018-11-26 14:48:19.390;NULL;8546
11865;2018-11-26 14:26:13.257;NULL;7504
9103;2018-11-26 14:25:27.133;NULL;7506
3857;2018-11-26 13:16:12.110;2018-11-26 15:14:39.843;345
10516;2018-11-26 13:10:55.433;2018-11-28 12:55:37.130;8528
10469;2018-11-26 12:53:26.200;2018-11-26 18:21:09.550;3659
10469;2018-11-26 12:53:17.467;2018-11-26 18:20:44.503;1424
10633;2018-11-26 12:31:37.073;NULL;1351
3136;2018-11-26 10:03:29.897;2018-12-13 16:28:14.407;395
3574;2018-11-26 09:24:23.037;NULL;342
3574;2018-11-26 09:24:12.550;2018-11-27 08:06:01.507;5066
10640;2018-11-26 09:23:29.987;2018-11-26 13:55:30.280;3757
6137;2018-11-26 09:08:08.897;2018-11-26 16:55:20.687;363
6106;2018-11-26 09:04:22.630;NULL;1399
3697;2018-11-26 08:56:50.123;2018-12-04 09:07:15.263;396
9093;2018-11-26 08:46:57.350;2018-11-26 17:28:53.650;347
3964;2018-11-26 08:11:19.427;NULL;11691
3964;2018-11-26 08:10:33.147;NULL;11690
3758;2018-11-23 16:25:20.440;2018-11-23 16:25:46.177;10684
3758;2018-11-23 16:23:20.860;2018-11-23 16:25:44.267;10683
3758;2018-11-23 16:22:54.063;2018-11-23 16:25:41.877;10682
3758;2018-11-23 16:22:00.207;2018-11-23 16:24:08.127;3720
3474;2018-11-23 14:37:58.333;NULL;8567
3857;2018-11-23 11:30:40.027;2018-11-23 15:32:59.397;345
10453;2018-11-23 11:22:17.847;2018-11-23 18:37:24.020;3659
10597;2018-11-23 09:44:34.663;2018-11-23 13:05:25.333;363
10597;2018-11-23 09:38:50.283;2018-11-23 09:44:42.630;341
6972;2018-11-23 09:24:58.927;2018-11-23 17:59:12.340;342
6972;2018-11-23 08:55:26.420;2018-11-23 16:47:37.743;347
6972;2018-11-22 15:12:00.087;2018-11-22 19:20:05.747;455
3964;2018-11-22 11:18:31.957;NULL;11684
7987;2018-11-21 13:33:01.663;NULL;7508
3501;2018-11-21 11:56:44.060;NULL;314
3501;2018-11-21 11:56:35.717;NULL;10688
11882;2018-11-21 09:17:51.973;NULL;3634
3734;2018-11-21 09:16:16.050;2018-11-21 17:55:56.623;437
6194;2018-11-21 09:15:49.347;2018-11-21 17:58:00.423;384
10598;2018-11-21 09:06:12.283;2018-11-22 18:13:54.290;347
6014;2018-11-20 16:03:50.843;NULL;10678
3193;2018-11-20 15:21:41.973;NULL;10678
10521;2018-11-20 11:18:54.593;NULL;10678
3707;2018-11-20 09:55:25.090;2018-11-20 12:49:30.337;6130
10615;2018-11-20 09:34:33.693;2018-11-20 18:03:37.670;5066
3404;2018-11-20 09:06:44.923;2018-11-20 17:04:00.820;336
11888;2018-11-19 13:49:25.607;NULL;10681
11888;2018-11-19 13:49:11.280;NULL;7272
2772;2018-11-19 13:08:04.277;NULL;10679
3915;2018-11-19 12:28:56.240;NULL;10680
6022;2018-11-19 10:04:18.043;NULL;10678
6520;2018-11-19 10:03:33.870;NULL;10678
3801;2018-11-19 10:02:26.807;NULL;10678
3800;2018-11-19 10:01:21.887;NULL;10678
3915;2018-11-19 10:00:34.137;NULL;10678
6301;2018-11-19 09:59:27.213;NULL;10678
3849;2018-11-19 09:58:40.213;NULL;10678
3795;2018-11-19 09:57:37.073;NULL;10678
3793;2018-11-19 09:56:42.573;NULL;10678
6037;2018-11-19 09:56:00.493;NULL;10678
6506;2018-11-19 09:55:17.117;NULL;10678
10479;2018-11-19 09:54:26.883;NULL;10678
6507;2018-11-19 09:53:40.227;NULL;10678
3522;2018-11-19 09:51:59.103;NULL;10678
6451;2018-11-19 09:50:59.197;NULL;10678
3136;2018-11-19 09:49:42.637;NULL;10678
3234;2018-11-19 09:48:49.947;NULL;10678
3397;2018-11-19 09:47:50.920;NULL;10678
3780;2018-11-19 09:43:34.530;NULL;10678
3778;2018-11-19 09:42:11.650;NULL;10678
9387;2018-11-19 09:40:28.883;NULL;10678
6448;2018-11-19 09:37:49.850;NULL;10678
3774;2018-11-19 09:36:14.397;NULL;10678
9122;2018-11-19 09:35:11.023;NULL;10678
3769;2018-11-19 09:34:27.523;NULL;10678
10445;2018-11-19 09:33:42.947;NULL;10678
3832;2018-11-19 09:31:59.943;NULL;10678
3939;2018-11-19 09:31:14.927;2018-12-03 12:35:33.880;10678
11952;2018-11-19 09:29:56.320;NULL;10678
6441;2018-11-19 09:28:58.710;NULL;10678
8024;2018-11-19 09:23:53.287;NULL;10678
10563;2018-11-19 09:23:00.130;NULL;10678
6439;2018-11-19 09:21:58.443;NULL;10678
6496;2018-11-19 09:20:29.863;NULL;10678
3920;2018-11-19 09:19:38.940;NULL;10678
3472;2018-11-19 09:18:50.520;NULL;10678
