idBudget;bgUren;bgStatus;bgidActivity;bgidProject;idCompany
43772;0;Active;NULL;8407;9545
43773;0;Active;NULL;8407;9545
43774;0;Active;NULL;8409;9545
43775;0;Active;NULL;8409;9545
43779;0;Closed;NULL;8410;9545
43778;0;Closed;NULL;8410;9545
43221;4;Closed;203;8336;9561
43222;12;Closed;203;8336;9561
46504;1;Closed;202;1909;9222
50766;1;Closed;202;1909;9222
51249;1;Closed;203;1909;9222
51250;1;Closed;203;1909;9222
51251;1;Closed;203;1909;9222
51252;1;Closed;203;1909;9222
50925;1;Closed;202;1909;9222
50926;1;Closed;202;1909;9222
49683;1;Closed;202;1909;9222
49684;1;Closed;202;1909;9222
46291;1;Closed;202;1909;9222
50802;1;Closed;202;1909;9222
51015;1;Closed;203;1909;9222
51016;1;Closed;203;1909;9222
50929;1;Closed;202;1909;9222
50930;1;Closed;202;1909;9222
50931;1;Closed;202;1909;9222
50936;1;Closed;202;1909;9222
49583;1;Closed;202;1909;9222
49585;1;Closed;202;1909;9222
50972;1;Closed;202;1909;9222
50973;1;Closed;202;1909;9222
51012;1;Closed;203;1909;9222
51013;1;Closed;203;1909;9222
50804;1;Closed;202;1909;9222
50805;1;Closed;202;1909;9222
51253;1;Closed;203;1909;9222
51413;2;Closed;203;1909;9222
52050;1;Closed;205;1909;9222
52056;1;Closed;205;1909;9222
50970;1;Closed;202;1909;9222
50971;1;Closed;202;1909;9222
52059;1;Closed;205;1909;9222
50017;1;Closed;202;1909;9222
52054;1;Closed;205;1909;9222
52055;1;Closed;205;1909;9222
51014;1;Closed;203;1909;9222
51248;1;Closed;203;1909;9222
52060;1;Closed;205;1909;9222
50313;1;Closed;202;1909;9222
50314;1;Closed;202;1909;9222
50315;1;Closed;202;1909;9222
50316;1;Closed;202;1909;9222
50317;1;Closed;202;1909;9222
50557;1;Closed;202;1909;9222
54174;1;Closed;556;1909;9222
55503;1;Closed;205;1909;9222
55505;1;Closed;205;1909;9222
55506;1;Closed;205;1909;9222
55512;1;Closed;205;1909;9222
55513;1;Closed;205;1909;9222
55514;1;Closed;205;1909;9222
55519;1;Closed;205;1909;9222
55620;1;Closed;205;1909;9222
50318;1;Closed;202;1909;9222
50410;1;Closed;202;1909;9222
50411;1;Closed;202;1909;9222
54170;1;Closed;205;1909;9222
54171;1;Closed;205;1909;9222
54172;1;Closed;205;1909;9222
54173;1;Closed;205;1909;9222
54271;1;Closed;205;1909;9222
55499;1;Closed;205;1909;9222
55500;1;Closed;205;1909;9222
55501;1;Closed;205;1909;9222
55502;1;Closed;205;1909;9222
55509;1;Closed;205;1909;9222
55617;1;Closed;205;1909;9222
55618;1;Closed;205;1909;9222
55619;1;Closed;205;1909;9222
55724;1;Closed;205;1909;9222
55725;1;Closed;205;1909;9222
55727;1;Closed;205;1909;9222
55900;1;Closed;205;1909;9222
55901;1;Closed;205;1909;9222
55902;1;Closed;205;1909;9222
55903;1;Closed;205;1909;9222
55908;1;Closed;205;1909;9222
55942;1;Closed;205;1909;9222
55722;1;Closed;205;1909;9222
52412;1;Closed;205;1909;9222
52413;1;Closed;205;1909;9222
52636;1;Closed;205;1909;9222
52637;1;Closed;205;1909;9222
52638;1;Closed;205;1909;9222
55898;1;Closed;205;1909;9222
55899;1;Closed;205;1909;9222
55904;1;Closed;205;1909;9222
55905;1;Closed;205;1909;9222
55906;1;Closed;205;1909;9222
55907;1;Closed;205;1909;9222
56191;1;Closed;205;1909;9222
53432;1;Closed;205;1909;9222
53773;1;Closed;205;1909;9222
56681;1;Closed;205;1909;9222
56682;1;Closed;205;1909;9222
53057;1;Closed;205;1909;9222
53423;1;Closed;205;1909;9222
53077;1;Closed;205;1909;9222
53078;1;Closed;205;1909;9222
53424;1;Closed;205;1909;9222
53425;1;Closed;205;1909;9222
53430;1;Closed;205;1909;9222
53431;1;Closed;205;1909;9222
53428;1;Closed;205;1909;9222
53429;1;Closed;205;1909;9222
56192;1;Closed;205;1909;9222
53058;1;Closed;205;1909;9222
53059;1;Closed;205;1909;9222
53060;1;Closed;205;1909;9222
56678;1;Closed;205;1909;9222
56679;1;Closed;205;1909;9222
53176;1;Closed;205;1909;9222
53420;1;Closed;205;1909;9222
53426;1;Closed;205;1909;9222
53427;1;Closed;205;1909;9222
56872;1;Closed;225;1909;9222
58323;1;Closed;556;1909;9222
43226;12;Closed;203;8336;9561
43231;54;Closed;203;8336;9561
43232;4;Closed;203;8336;9561
43227;54;Closed;203;8336;9561
67307;36;Closed;204;14899;9561
66823;16;Inactive;556;15039;9561
62974;124;Active;556;13775;9561
62975;8;Closed;557;13775;9561
67184;48;Active;230;15134;9561
40142;0;Closed;203;5850;9561
46776;8;Closed;492;5850;9561
46783;12;Closed;492;5850;9561
46781;52;Closed;492;5850;9561
46782;40;Closed;492;5850;9561
64761;68;Closed;204;14899;9561
61912;24;Closed;556;13591;9561
51645;4;Inactive;204;10352;9561
51650;12;Active;557;10352;9561
51651;54;Active;556;10352;9561
51653;4;Closed;204;10352;9561
51646;12;Inactive;557;10352;9561
51647;54;Inactive;556;10352;9561
51648;4;Inactive;207;10352;9561
55656;4;Active;202;11811;9561
55657;4;Active;204;11811;9561
40925;20;Closed;203;8121;9561
58319;6;Closed;204;13038;9561
67316;44;Active;204;10352;9561
51655;54;Active;556;10352;9561
55655;4;Active;202;11811;9561
55661;9;Inactive;204;11812;9561
58443;30;Closed;557;13076;9561
58444;2;Closed;207;13076;9561
62853;0;Active;563;13076;9561
58729;4;Closed;556;13091;9561
60261;8;Closed;556;13383;9561
46272;6;Closed;492;8738;9561
46273;1;Closed;492;8738;9561
48666;80;Active;556;9917;9561
48667;8;Active;557;9917;9561
48668;26;Active;557;9917;9561
48669;11;Active;207;9917;9561
37394;190;Closed;NULL;3855;9561
38646;79;Closed;NULL;3855;9561
16424;0;Closed;NULL;3855;9561
49115;185;Active;NULL;3855;9561
45432;2;Closed;492;8622;9561
44562;18;Closed;492;8534;9561
43228;4;Closed;203;8336;9561
43230;12;Closed;203;8336;9561
43223;54;Closed;203;8336;9561
43224;4;Closed;203;8336;9561
43225;4;Closed;203;8336;9561
16425;0;Active;NULL;3855;9561
18899;0;Active;NULL;4506;9577
18900;0;Active;NULL;4506;9577
18951;0;Active;NULL;3547;9585
18669;0;Closed;NULL;4334;9585
18670;0;Closed;NULL;4334;9585
51045;0;Closed;203;10159;9647
50415;48;Closed;492;10159;9647
50416;7;Closed;203;10159;9647
61540;10;Closed;202;13518;9729
60795;18;Closed;207;13442;9761
60810;4;Closed;236;13442;9761
60859;1;Closed;236;13442;9761
60860;24;Closed;202;13442;9761
60862;16;Closed;204;13442;9761
60867;4;Closed;236;13442;9761
60798;10;Closed;204;13442;9761
60799;17;Closed;233;13442;9761
67760;240;Inactive;204;15227;9761
60866;6;Closed;233;13442;9761
60872;80;Closed;204;13442;9761
60869;12;Closed;202;13442;9761
60870;39;Closed;204;13442;9761
60796;25;Closed;202;13442;9761
60797;3;Closed;204;13442;9761
67768;1;Closed;225;13442;9761
67761;2;Closed;225;13442;9761
60856;8;Closed;236;13442;9761
60857;10;Closed;233;13442;9761
60864;16;Closed;204;13442;9761
60865;14;Closed;207;13442;9761
67762;111;Closed;204;13442;9761
67773;50;Closed;233;13442;9761
60873;25;Closed;207;13442;9761
67758;100;Closed;204;13442;9761
67759;20;Closed;557;13442;9761
67767;3;Closed;557;13442;9761
44055;6;Closed;492;8451;9836
44205;52;Closed;492;8451;9836
44206;8;Closed;492;8451;9836
44054;40;Closed;492;8451;9836
45016;92;Closed;202;8451;9836
45037;4;Closed;202;8451;9836
67284;64;Active;557;15145;9836
67289;24;Active;207;15145;9836
67287;16;Active;557;15145;9836
43582;4;Closed;492;8259;9836
43633;4;Closed;492;8259;9836
43581;32;Closed;492;8259;9836
42804;16;Closed;203;8259;9836
42805;4;Closed;203;8259;9836
58947;184;Inactive;204;13137;9836
58949;40;Inactive;207;13137;9836
52027;32;Closed;207;10411;9836
52022;52;Closed;204;10411;9836
52023;12;Closed;205;10411;9836
52025;72;Closed;557;10411;9836
45038;12;Closed;202;8451;9836
45039;12;Closed;202;8451;9836
46456;12;Closed;202;8451;9836
46627;4;Inactive;492;8780;9836
46628;8;Inactive;492;8780;9836
46630;4;Inactive;492;8780;9836
36937;0;Closed;NULL;7596;9894
36938;0;Closed;NULL;7596;9894
53770;1;Closed;205;1909;9222
53771;1;Closed;205;1909;9222
53772;1;Closed;205;1909;9222
59569;5;Closed;205;1909;9222
56691;1;Closed;205;1909;9222
56692;1;Closed;205;1909;9222
56680;1;Closed;205;1909;9222
56693;1;Closed;205;1909;9222
56694;1;Closed;205;1909;9222
56870;1;Closed;225;1909;9222
58322;1;Closed;556;1909;9222
58327;1;Closed;556;1909;9222
58324;1;Closed;556;1909;9222
58325;1;Closed;556;1909;9222
58326;1;Closed;556;1909;9222
58342;1;Closed;556;1909;9222
58639;1;Closed;556;1909;9222
58855;1;Closed;556;1909;9222
56874;1;Closed;225;1909;9222
56876;1;Closed;225;1909;9222
56907;1;Closed;225;1909;9222
58321;1;Closed;556;1909;9222
58640;1;Closed;556;1909;9222
58858;1;Closed;556;1909;9222
58328;1;Closed;556;1909;9222
58329;1;Closed;556;1909;9222
58330;1;Closed;556;1909;9222
58638;1;Closed;556;1909;9222
60146;2;Closed;205;1909;9222
60425;3;Closed;205;1909;9222
62365;21;Closed;205;1909;9222
58856;1;Closed;556;1909;9222
58857;1;Closed;556;1909;9222
60016;2;Closed;205;1909;9222
61347;40;Closed;556;1909;9222
67357;43;Closed;205;1909;9222
67375;0;Active;NULL;1909;9222
58859;1;Closed;556;1909;9222
58860;1;Closed;556;1909;9222
60656;2;Closed;205;1909;9222
22586;0;Closed;NULL;5297;9424
22587;0;Closed;NULL;5297;9424
12858;0;Closed;NULL;2867;9424
43776;2;Closed;492;2867;9424
43777;2;Closed;492;2867;9424
23243;0;Closed;NULL;5400;9424
23244;0;Closed;NULL;5400;9424
25141;2;Active;NULL;3541;9701
11279;0;Closed;NULL;2989;9701
12947;0;Closed;NULL;2989;9701
40080;8;Closed;203;7965;9701
25668;0;Active;NULL;5847;9717
41627;102;Closed;NULL;5847;9717
60211;8;Active;205;5847;9717
60207;12;Active;225;5847;9717
60208;16;Active;207;5847;9717
60209;64;Active;205;5847;9717
53213;102;Active;NULL;5847;9717
60204;8;Active;233;5847;9717
60205;52;Active;556;5847;9717
60206;52;Active;205;5847;9717
37624;68;Closed;202;7696;10059
43046;16;Closed;202;7696;10059
42808;4;Closed;202;7696;10059
40319;16;Closed;202;7696;10059
40320;42;Closed;202;7696;10059
42809;8;Closed;202;7696;10059
40323;32;Closed;202;7688;10059
37625;5;Closed;202;7697;10059
40591;24;Closed;202;7697;10059
41139;16;Closed;202;7697;10059
41140;10;Closed;202;7697;10059
41280;2;Closed;202;7697;10059
42810;4;Closed;202;7696;10059
42811;5;Closed;202;7696;10059
43045;80;Closed;202;7696;10059
37617;104;Closed;202;7688;10059
37623;104;Closed;202;7688;10059
40321;44;Closed;202;7688;10059
43297;100;Closed;202;8351;10060
43298;0;Closed;202;8351;10060
44772;116;Closed;202;8546;10060
44773;0;Closed;202;8546;10060
53121;19;Active;205;10549;10060
53295;1;Active;207;10549;10060
43102;0;Closed;202;8316;10060
43101;40;Closed;202;8316;10060
40734;140;Closed;202;8099;10060
40736;0;Closed;202;8099;10060
24540;2;Closed;NULL;5485;10060
39872;100;Active;NULL;5485;10060
23652;0;Active;NULL;5485;10060
50841;0;Closed;202;7725;10060
39330;12;Closed;203;7917;10060
51320;53;Active;203;10292;10060
51321;3;Inactive;207;10292;10060
42855;0;Closed;202;8272;10060
40083;0;Closed;202;8003;10060
49404;32;Closed;202;10023;10060
49413;0;Closed;207;10023;10060
46549;272;Closed;202;8767;10060
49157;0;Closed;202;8767;10060
48947;382;Closed;205;9967;10060
48982;0;Closed;207;9967;10060
52454;5;Closed;207;9967;10060
48948;48;Closed;202;9968;10060
46548;0;Closed;202;8767;10060
45241;8;Closed;202;8601;10060
45242;0;Closed;202;8601;10060
46050;80;Closed;202;8711;10060
44525;108;Closed;202;8527;10060
44526;32;Closed;202;8527;10060
44715;0;Closed;202;8527;10060
37905;0;Closed;NULL;7735;10135
37906;0;Closed;NULL;7735;10135
39170;16;Closed;203;7770;10135
39172;32;Closed;203;7770;10135
45135;16;Closed;492;7770;10135
45136;16;Closed;492;7770;10135
38494;0;Closed;NULL;7812;9894
40970;24;Inactive;203;8122;9894
40975;20;Inactive;203;8122;9894
40971;32;Inactive;203;8122;9894
40974;12;Inactive;203;8122;9894
38493;0;Closed;NULL;7812;9894
30431;1;Closed;NULL;6266;9895
28170;35;Closed;NULL;6266;9895
28171;5;Closed;NULL;6266;9895
28172;20;Closed;NULL;6266;9895
28173;5;Closed;NULL;6266;9895
28175;0;Active;NULL;6267;9895
53780;12;Closed;204;10662;9895
53781;16;Closed;557;10662;9895
53782;12;Closed;556;10662;9895
58223;4;Active;207;13037;9895
58219;12;Active;557;13037;9895
58221;16;Active;556;13037;9895
58222;10;Active;556;13037;9895
54149;4;Closed;556;10662;9895
54152;8;Closed;207;10662;9895
41281;8;Closed;203;8172;9895
41282;4;Closed;203;8172;9895
41283;12;Closed;203;8172;9895
41284;8;Closed;203;8172;9895
41285;2;Closed;203;8172;9895
41428;7;Closed;203;8172;9895
39974;16;Closed;203;7994;9895
39983;32;Closed;203;7994;9895
39984;32;Closed;203;7994;9895
39989;28;Closed;203;7994;9895
40332;12;Closed;203;8046;9895
40333;16;Closed;203;8046;9895
39992;16;Closed;203;7994;9895
39998;16;Closed;203;7994;9895
40001;32;Closed;203;7994;9895
40008;16;Closed;203;7994;9895
39967;32;Closed;203;7994;9895
39973;32;Closed;203;7994;9895
40015;16;Closed;203;7994;9895
39952;12;Closed;203;7994;9895
39953;6;Closed;203;7994;9895
39954;6;Closed;203;7994;9895
39990;32;Closed;203;7994;9895
39991;32;Closed;203;7994;9895
39962;8;Closed;203;7994;9895
39963;8;Closed;203;7994;9895
39968;16;Closed;203;7994;9895
39970;8;Closed;203;7994;9895
40009;8;Closed;203;7994;9895
40014;12;Closed;203;7994;9895
39977;56;Closed;203;7994;9895
39978;32;Closed;203;7994;9895
39979;32;Closed;203;7994;9895
39985;32;Closed;203;7994;9895
39955;6;Closed;203;7994;9895
39960;4;Closed;203;7994;9895
39996;32;Closed;203;7994;9895
39997;32;Closed;203;7994;9895
40002;32;Closed;203;7994;9895
40003;32;Closed;203;7994;9895
39971;56;Closed;203;7994;9895
39972;32;Closed;203;7994;9895
40004;16;Closed;203;7994;9895
40013;12;Closed;203;7994;9895
40020;112;Closed;203;7994;9895
44363;21;Closed;202;7994;9895
39986;16;Closed;203;7994;9895
39995;32;Closed;203;7994;9895
39959;27;Closed;203;7994;9895
39964;8;Closed;203;7994;9895
39965;48;Closed;203;7994;9895
39966;32;Closed;203;7994;9895
50052;26;Closed;202;7994;9895
50053;26;Closed;202;7994;9895
39943;24;Closed;203;7993;9895
39944;24;Closed;203;7993;9895
39945;96;Closed;203;7993;9895
39946;94;Closed;203;7993;9895
39951;12;Closed;203;7994;9895
39956;24;Closed;203;7994;9895
25898;0;Closed;NULL;5898;9895
39940;10;Closed;203;7993;9895
39941;10;Closed;203;7993;9895
39942;10;Closed;203;7993;9895
39948;6;Closed;203;7993;9895
39950;24;Closed;203;7993;9895
28176;0;Active;NULL;6267;9895
49332;2;Closed;492;10011;9895
49333;32;Closed;202;10011;9895
49331;50;Closed;492;10011;9895
50845;4;Closed;207;10011;9895
25897;0;Closed;NULL;5898;9895
44262;23;Inactive;203;8487;9911
44268;4;Inactive;203;8487;9911
44269;9;Inactive;203;8487;9911
44270;39;Inactive;203;8487;9911
44276;15;Inactive;207;8487;9911
44277;9;Inactive;203;8487;9911
53860;17;Closed;557;10678;9911
44267;4;Inactive;203;8487;9911
53861;24;Closed;556;10678;9911
53862;6;Closed;207;10678;9911
53863;2;Closed;556;10678;9911
53858;9;Closed;203;10678;9911
53859;8;Closed;204;10678;9911
44281;11;Inactive;202;8487;9911
44278;9;Inactive;235;8487;9911
44279;4;Inactive;203;8487;9911
44263;22;Inactive;203;8487;9911
44264;3;Inactive;203;8487;9911
44266;6;Inactive;203;8487;9911
46247;0;Inactive;202;8487;9911
44272;3;Inactive;203;8487;9911
44273;42;Inactive;557;8487;9911
44274;29;Inactive;556;8487;9911
44275;16;Inactive;202;8487;9911
44280;6;Inactive;204;8487;9911
17815;0;Active;NULL;4258;10164
17816;0;Active;NULL;4258;10164
34778;0;Closed;NULL;7265;10237
34779;0;Closed;NULL;7265;10237
43325;20;Closed;492;8357;11551
45721;160;Closed;203;8358;11551
44912;20;Closed;235;8358;11551
43328;64;Closed;203;8358;11551
41643;20;Inactive;203;8257;11551
67298;14;Active;207;14853;11551
67299;4;Active;556;14853;11551
67293;20;Closed;204;14853;11551
67294;14;Active;235;14853;11551
67295;48;Active;204;14853;11551
49392;2;Closed;492;10021;11591
44945;16;Active;492;8566;111063
24172;0;Closed;NULL;5599;111117
24173;0;Closed;NULL;5599;111117
26246;0;Closed;NULL;5948;111230
26247;0;Closed;NULL;5948;111230
51498;0;Active;NULL;5666;111233
30469;0;Active;NULL;6617;111267
30470;0;Active;NULL;6617;111267
56913;3;Active;556;6617;111267
44105;12;Closed;492;8467;111267
44104;4;Closed;492;8467;111267
44870;2;Closed;492;8557;111267
51625;6;Closed;556;10347;111267
51628;5;Closed;207;10347;111267
51623;4;Closed;204;10347;111267
51624;8;Closed;557;10347;111267
44871;2;Closed;492;8557;111267
44873;8;Closed;492;8557;111267
44874;30;Closed;492;8557;111267
44877;21;Closed;492;8557;111267
44872;45;Closed;492;8557;111267
44878;6;Closed;492;8557;111267
28167;0;Active;NULL;6265;111283
28168;0;Active;NULL;6265;111283
40877;2;Closed;203;6265;111283
45340;2;Closed;492;6265;111283
61637;4;Closed;NULL;6121;111331
62551;4;Active;NULL;6121;111331
27220;0;Active;NULL;6121;111331
27219;0;Active;NULL;6121;111331
55640;164;Closed;557;11807;111340
55641;140;Closed;556;11807;111340
55642;26;Closed;556;11807;111340
55643;6;Closed;556;11807;111340
55644;85;Closed;207;11807;111340
55637;20;Closed;202;11807;111340
68119;40;Active;556;15094;111340
68120;40;Active;203;15094;111340
67031;40;Active;233;15094;111340
67032;8;Active;207;15094;111340
61248;89;Closed;556;13482;111340
61249;53;Closed;557;13482;111340
61251;4;Closed;556;13482;111340
66417;25;Closed;203;13482;111340
66418;10;Closed;207;13482;111340
68118;16;Active;204;15094;111340
62366;10;Active;205;13463;111340
62367;0;Active;NULL;13463;111340
64208;9;Closed;557;13481;111340
61246;32;Closed;204;13481;111340
61247;16;Closed;204;13482;111340
61252;4;Closed;207;13482;111340
50965;0;Closed;492;10125;111340
50117;12;Closed;492;10125;111340
50118;20;Closed;492;10125;111340
50115;160;Closed;492;10125;111340
50116;24;Closed;492;10125;111340
62368;0;Active;NULL;13463;111340
60422;16;Closed;556;13403;111340
60423;12;Closed;203;13403;111340
60418;32;Closed;204;13403;111340
61091;0;Closed;557;13403;111340
58225;110;Closed;556;13045;111340
58227;19;Closed;207;13045;111340
59508;13;Closed;225;13252;111340
60419;94;Closed;556;13403;111340
60424;24;Closed;207;13403;111340
61092;0;Closed;556;13403;111340
60420;88;Closed;557;13403;111340
60421;2;Closed;556;13403;111340
55639;127;Closed;204;11807;111340
56267;24;Closed;236;11807;111340
59504;154;Closed;556;13252;111340
59509;32;Closed;236;13252;111340
59510;18;Closed;207;13252;111340
59505;69;Closed;557;13252;111340
45763;10;Closed;492;8669;111358
48386;20;Closed;207;9888;111358
48387;32;Closed;492;9888;111358
48514;16;Closed;207;9888;111358
48375;56;Closed;207;9888;111358
